source_date,stable_usage_key,liturgical_kind,celebration_id,mass_form,season,week,weekday,sunday_cycle,weekday_cycle,nigeria_calendar_title,primary_reference,primary_response,leaf_reference,leaf_response,gallery_reference,gallery_response,douay_rheims_full_text,rsvce_full_text,comparison_status
2025-01-02,NG|special-period|christmas-january-2|||I,special-period,,,,,,,I,"Saints Basil the Great and Gregory Nazianzen, Bishops, Doctors",,,"ps98:1,2-3ab,3cd-4(r.3cd)",All the ends of the earth have seen the saving power of God.,"ps98:1,2-3ab,3cd-4",All the ends of the earth have seen the saving power of God.,"All the ends of the earth have seen the saving power of God.

1 Sing ye to the Lord anew canticle: because he hath done wonderful things. His right hand hath wrought for him salvation, and his arm is holy.
2 The Lord hath made known his salvation: he hath revealed his justice in the sight of the Gentiles.
3ab He hath remembered his mercy his truth toward the house of Israel.
3cd All the ends of the earth have seen the salvation of our God.
4 Sing joyfully to God, all the earth; make melody, rejoice and sing.","All the ends of the earth have seen the saving power of God.

O sing to the LORD a new song,for he has done marvelous things! His right hand and his holy arm have gotten him victory.

The LORD has made known his victory, he has revealed his vindication in the sight of the nations. He has remembered his steadfast loveand faithfulness to the house of Israel. All the ends of the earth have seen the victory of our God.

He has remembered his steadfast loveand faithfulness to the house of Israel. All the ends of the earth have seen the victory of our God. Make a joyful noise to the LORD, all the earth; break forth into joyous song and sing praises!",reference_and_response_match
2025-01-03,NG|special-period|christmas-january-3|||I,special-period,,,,,,,I,3 January or The Most Holy Name of Jesus,,,"ps98:1,3cd-4,5-6(r.3cd)",All the ends of the earth have seen the saving power of God.,"ps98:1,3cd-4,5-6",All the ends of the earth have seen the saving power of God.,"All the ends of the earth have seen the saving power of God.

1 Sing ye to the Lord anew canticle: because he hath done wonderful things. His right hand hath wrought for him salvation, and his arm is holy.
3cd All the ends of the earth have seen the salvation of our God.
4 Sing joyfully to God, all the earth; make melody, rejoice and sing.
5 Sing praise to the Lord on the harp, on the harp, and with the voice of a psalm:
6 With long trumpets, and sound of comet. Make a joyful noise before the Lord our king:","All the ends of the earth have seen the saving power of God.

O sing to the LORD a new song,for he has done marvelous things! His right hand and his holy arm have gotten him victory.

He has remembered his steadfast loveand faithfulness to the house of Israel. All the ends of the earth have seen the victory of our God. Make a joyful noise to the LORD, all the earth; break forth into joyous song and sing praises!

Sing praises to the LORD with the lyre, with the lyre and the sound of melody! With trumpets and the sound of the horn make a joyful noise before the King,  the LORD!",reference_and_response_match
2025-01-04,NG|special-period|christmas-january-4|||I,special-period,,,,,,,I,4 January,,,"ps98:1,7-9ab,9cd(r.3cd)",All the ends of the earth have seen the saving power of God.,"ps98:1,7-8,9",All the ends of the earth have seen the saving power of God.,"All the ends of the earth have seen the saving power of God.

1 Sing ye to the Lord anew canticle: because he hath done wonderful things. His right hand hath wrought for him salvation, and his arm is holy.
7 Let the sea be moved and the fulness thereof: the world and they that dwell therein.
8 The rivers shall clap their hands, the mountains shall rejoice together
9 At the presence of the Lord: because he cometh to judge the earth. He shall judge the world with justice, and the people with equity.","All the ends of the earth have seen the saving power of God.

O sing to the LORD a new song,for he has done marvelous things! His right hand and his holy arm have gotten him victory.

Let the sea roar, and all that fills it; the world and those who dwell in it! Let the floods clap their hands; let the hills sing for joy together

before the LORD, for he comes to judge the earth.He will judge the world with righteousness, and the peoples with equity.",same_numbered_verses_reference_variant
2025-01-05,NG|celebration|epiphany_of_the_lord|day|C|,celebration,epiphany_of_the_lord,day,,,,C,,The Epiphany of the Lord Solemnity,,,"ps72:1-2,7-8,10-11,12-13(r.11)","Lord, every nation on earth will adore you.","ps72:1-2,7-8,10-11,12-13","Lord, every nation on earth will adore you.","Lord, every nation on earth will adore you.

1-2 Give to the king thy judgment, O God: and to the king’s son thy justice: To judge thy people with justice, and thy poor with judgment.
7 In his days shall justice spring up, and abundance of peace, till the moon be taken sway.
8 And he shall rule from sea to sea, and from the river unto the ends of the earth.
10 The kings of Tharsis and the islands shall offer presents: the kings of the Arabians and of Saba shall bring gifts:
11 And all kings of the earth shall adore him: all nations shall serve him.
12 For he shall deliver the poor from the mighty: and the needy that had no helper.
13 He shall spare the poor and needy: and he shall save the souls of the poor.","Lord, every nation on earth will adore you.

Give the king thy justice, O God, and thy righteousness to the royal son! May he judge thy people with righteousness, and thy poor with justice!

In his days may righteousness flourish, and peace abound, till the moon be no more! May he have dominion from sea to sea, and from the River to the ends of the earth!

May the kings of Tarshish and of the isles render him tribute, may the kings of Sheba and Seba bring gifts! May all kings fall down before him, all nations serve him!

For he delivers the needy when he calls, the poor and him who has no helper. He has pity on the weak and the needy, and saves the lives of the needy.",reference_and_response_match
2025-01-06,NG|special-period|christmas-january-6|||I,special-period,,,,,,,I,Monday after Epiphany Sunday,,,"ps2:7bc-8,10-12a(r.8ab)",I will give you all the nations for an inheritance.,"ps2:7bc-8,10-11",I will give you all the nations for an inheritance.,"I will give you all the nations for an inheritance.

7bc The Lord hath said to me: Thou art my son, this day have I begotten thee.
8 Ask of me, and I will give thee the Gentiles for thy inheritance, and the utmost parts of the earth for thy possession.
10 And now, O ye kings, understand: receive instruction, you that judge the earth.
11 Serve ye the Lord with fear: and rejoice unto him with trembling.","I will give you all the nations for an inheritance.

I will tell of the decree of the LORD: He said to me, ""You are my son, today I have begotten you. Ask of me, and I will make the nations your heritage, and the ends of the earth your possession.

Now therefore, O kings, be wise; be warned, O rulers of the earth. Serve the LORD with fear, with trembling",reference_conflict
2025-01-07,NG|special-period|christmas-january-7|||I,special-period,,,,,,,I,"Tuesday after Epiphany Sunday or Saint Raymond of Penyafort, Priest",,,"ps72:1-2,3-4,7-8(r.11)","Lord, every nation on earth will adore you.","ps72:1-2,3-4,7-8","Lord, every nation on earth will adore you.","Lord, every nation on earth will adore you.

1-2 Give to the king thy judgment, O God: and to the king’s son thy justice: To judge thy people with justice, and thy poor with judgment.
3 Let the mountains receive peace for the people: and the hills justice.
4 He shall judge the poor of the people, and he shall save the children of the poor: and he shall humble the oppressor.
7 In his days shall justice spring up, and abundance of peace, till the moon be taken sway.
8 And he shall rule from sea to sea, and from the river unto the ends of the earth.","Lord, every nation on earth will adore you.

Give the king thy justice, O God, and thy righteousness to the royal son! May he judge thy people with righteousness, and thy poor with justice!

Let the mountains bear prosperity for the people, and the hills, in righteousness! May he defend the cause of the poor of the people,give deliverance to the needy, and crush the oppressor!

In his days may righteousness flourish, and peace abound, till the moon be no more! May he have dominion from sea to sea, and from the River to the ends of the earth!",reference_and_response_match
2025-01-08,NG|special-period|after-epiphany-wednesday|||I,special-period,,,,,,,I,Wednesday after Epiphany Sunday,,,"ps72:1-2,10,12-13(r.11)","Lord, every nation on earth will adore you.","ps72:1-2,10,12-13","Lord, every nation on earth will adore you.","Lord, every nation on earth will adore you.

1-2 Give to the king thy judgment, O God: and to the king’s son thy justice: To judge thy people with justice, and thy poor with judgment.
10 The kings of Tharsis and the islands shall offer presents: the kings of the Arabians and of Saba shall bring gifts:
12 For he shall deliver the poor from the mighty: and the needy that had no helper.
13 He shall spare the poor and needy: and he shall save the souls of the poor.","Lord, every nation on earth will adore you.

Give the king thy justice, O God, and thy righteousness to the royal son! May he judge thy people with righteousness, and thy poor with justice!

May the kings of Tarshish and of the isles render him tribute, may the kings of Sheba and Seba bring gifts!

For he delivers the needy when he calls, the poor and him who has no helper. He has pity on the weak and the needy, and saves the lives of the needy.",reference_and_response_match
2025-01-09,NG|special-period|after-epiphany-thursday|||I,special-period,,,,,,,I,Thursday after Epiphany Sunday,,,"ps72:1-2,14,15bc,17(r.11)","Lord, every nation on earth will adore you.","ps72:1-2,14,15bc,17","Lord, every nation on earth will adore you.","Lord, every nation on earth will adore you.

1-2 Give to the king thy judgment, O God: and to the king’s son thy justice: To judge thy people with justice, and thy poor with judgment.
14 He shall redeem their souls from usuries and iniquity: and their names shall be honourable in his sight.
15bc For him they shall always adore: they shall bless him all the day.
17 Let his name be blessed for evermore: his name continueth before the sun. And in him shall all the tribes of the earth be blessed: all nations shall magnify him.","Lord, every nation on earth will adore you.

Give the king thy justice, O God, and thy righteousness to the royal son! May he judge thy people with righteousness, and thy poor with justice!

From oppression and violence he redeems their life; and precious is their blood in his sight.

Long may he live, may gold of Sheba be given to him!May prayer be made for him continually, and blessings invoked for him all the day!

May his name endure for ever,his fame continue as long as the sun!May men bless themselves by him, all nations call him blessed!",reference_and_response_match
2025-01-10,NG|special-period|after-epiphany-friday|||I,special-period,,,,,,,I,Friday after Epiphany Sunday,,,"ps147:12-13,14-15,19-20(r.12a)","Praise the Lord, Jerusalem.","ps147:12-13,14-15,19-20","Praise the Lord, Jerusalem.","Praise the Lord, Jerusalem.

or
12 Praise the Lord, O Jerusalem: praise thy God, O Sion.
13 Because he hath strengthened the bolts of thy gates, he hath blessed thy children within thee.
or
14 Who hath placed peace in thy borders: and filleth thee with the fat of corn.
15 Who sendeth forth his speech to the earth: his word runneth swiftly.
or
19 Who declareth his word to Jacob: his justices and his judgments to Israel.
20 He hath not done in like manner to every nation: and his judgments he hath not made manifest to them. Alleluia.
or","Praise the Lord, Jerusalem.

Praise the LORD, O Jerusalem! Praise your God, O Zion! For he strengthens the bars of your gates; he blesses your sons within you.

He makes peace in your borders; he fills you with the finest of the wheat. He sends forth his command to the earth; his word runs swiftly.

He declares his word to Jacob, his statutes and ordinances to Israel. He has not dealt thus with any other nation; they do not know his ordinances. Praise the LORD!",reference_and_response_match
2025-01-11,NG|special-period|after-epiphany-saturday|||I,special-period,,,,,,,I,Saturday after Epiphany Sunday,,,"ps149:1b-2,3-4,5-6a,9b(r.4a)",The Lord takes delight in his people or Alleluia,"ps149:1-2,3-4,5,6a,9b",The Lord takes delight in his people.,"The Lord takes delight in his people.

or
1 Sing ye to the Lord a new canticle: let his praise be in the church of the saints.
2 Let Israel rejoice in him that made him: and let the children of Sion be joyful in their king.
or
3 Let them praise his name in choir: let them sing to him with the timbrel and the psaltery.
4 For the Lord is well pleased with his people: and he will exalt the meek unto salvation.
or
5 The saints shall rejoice in glory: they shall be joyful in their beds.
6a The high praise of God shall be in their mouth.
9b This glory is to all his saints. Alleluia.
or","The Lord takes delight in his people or Alleluia

Praise the LORD! Sing to the LORD a new song, his praise in the assembly of the faithful! Let Israel be glad in his Maker, let the sons of Zion rejoice in their King!

Let them praise his name with dancing, making melody to him with timbrel and lyre! For the LORD takes pleasure in his people; he adorns the humble with victory.

Let the faithful exult in glory; let them sing for joy on their couches.

Let the high praises of God be in their throats and two-edged swords in their hands,

to execute on them the judgment written! This is glory for all his faithful ones. Praise the LORD!",same_numbered_verses_reference_variant
2025-01-12,NG|celebration|baptism_of_the_lord|day|C|,celebration,baptism_of_the_lord,day,,,,C,,The Baptism of the Lord Feast,,,"ps104:1b-2,3-4,24-25,27-28,29-30(r.1)","O bless the Lord, my soul","ps104:1b-2,3-4,24-25,27-28,29-30","O bless the Lord, my soul.","O bless the Lord, my soul.

1b O Lord my God, thou art exceedingly great. Thou hast put on praise and beauty:
2 And art clothed with light as with a garment. Who stretchest out the heaven like a pavilion:
3 Who coverest the higher rooms thereof with water. Who makest the clouds thy chariot: who walkest upon the wings of the winds.
4 Who makest thy angels spirits: and thy ministers a burning fire.
24 How great are thy works, O Lord? thou hast made all things in wisdom: the earth is filled with thy riches.
25 So is this great sea, which stretcheth wide its arms: there are creeping things without number: Creatures little and great.
27 All expect of thee that thou give them food in season.
28 What thou givest to them they shall gather up: when thou openest thy hand, they shall all be filled with good.
29 But if thou turnest away thy face, they shall be troubled: thou shalt take away their breath, and they shall fail, and shall return to their dust.
30 Thou shalt send forth thy spirit, and they shall be created: and thou shalt renew the face of the earth.","O bless the Lord, my soul

Bless the LORD, O my soul! O LORD my God,thou art very great! Thou art clothed with honor and majesty, who coverest thyself with light as with a garment, who hast stretched out the heavens like a tent,

who hast laid the beams of thy chambers on the waters,who makest the clouds thy chariot, who ridest on the wings of the wind, who makest the winds thy messengers, fire and flame thy ministers.

O LORD, how manifold are thy works!In wisdom hast thou made them all; the earth is full of thy creatures. Yonder is the sea, great and wide,which teems with things innumerable, living things both small and great.

These all look to thee, to give them their food in due season. When thou givest to them,they gather it up;when thou openest thy hand, they are filled with good things.

When thou hidest thy face,they are dismayed;when thou takest away their breath, they die and return to their dust. When thou sendest forth thy Spirit, they are created; and thou renewest the face of the ground.",reference_and_response_match
2025-01-13,NG|temporal|ordinary-time|1|monday||I,temporal,,,ordinary-time,1,monday,,I,"Monday of week 1 in Ordinary Time or Saint Hilary, Bishop, Doctor",,,"ps97:1,2b,6,7c,9(r.7c)",Let all his angels worship him.,"ps97:1,2b,6,7c,9",Let all his angels worship him.,"Let all his angels worship him.

1 The Lord hath reigned, let the earth rejoice: let many islands be glad.
2b Justice and judgment are the establishment of his throne.
6 The heavens declared his justice: and all people saw his glory.
7c Adore him, all you his angels:
9 For thou art the most high Lord over all the earth: thou art exalted exceedingly above all gods.","Let all his angels worship him.

The LORD reigns; let the earth rejoice; let the many coastlands be glad!

Clouds and thick darkness are round about him; righteousness and justice are the foundation of his throne.

The heavens proclaim his righteousness; and all the peoples behold his glory.

All worshipers of images are put to shame, who make their boast in worthless idols; all gods bow down before him.

For thou, O LORD, art most high over all the earth; thou art exalted far above all gods.",reference_and_response_match
2025-01-14,NG|temporal|ordinary-time|1|tuesday||I,temporal,,,ordinary-time,1,tuesday,,I,Tuesday of week 1 in Ordinary Time,,,"ps8:2ab,5,6-7,8-9(r.7)",You have given your Son rule over the works of your hands.,"ps8:2ab,5,6-7,8-9",You have given your Son rule over the works of your hands.,"You have given your Son rule over the works of your hands.

2ab O Lord our Lord, how admirable is thy name in the whole earth!
5 What is man that thou art mindful of him? or the son of man that thou visitest him?
6 Thou hast made him a little less than the angels, thou hast crowned him with glory and honour:
7 And hast set him over the works of thy hands.
8 Thou hast subjected all things under his feet, all sheep and oxen: moreover the beasts also of the fields.
9 The birds of the air, and the fishes of the sea, that pass through the paths of the sea.","You have given your Son rule over the works of your hands.

O LORD, our Lord, how majestic is thy name in all the earth! Thou whose glory above the heavens is chanted

what is man that thou art mindful of him, and the son of man that thou dost care for him?

Yet thou hast made him little less than God, and dost crown him with glory and honor. Thou hast given him dominion over the works of thy hands; thou hast put all things under his feet,

all sheep and oxen, and also the beasts of the field, the birds of the air,and the fish of the sea, whatever passes along the paths of the sea.",reference_and_response_match
2025-01-15,NG|temporal|ordinary-time|1|wednesday||I,temporal,,,ordinary-time,1,wednesday,,I,Wednesday of week 1 in Ordinary Time,,,"ps105:1-2,3-4,6-7,8-9(r.8a)",The Lord remembers his covenant for ever.,"ps105:1-2,3-4,6-7,8-9",The Lord remembers his covenant for ever.,"The Lord remembers his covenant for ever.

or
1 Alleluia. Give glory to the Lord, and call upon his name: declare his deeds among the Gentiles.
2 Sing to him, yea sing praises to him: relate all his wondrous works.
or
3 Glory ye in his holy name: let the heart of them rejoice that seek the Lord.
4 Seek ye the Lord, and be strengthened: seek his face evermore.
or
6 O ye seed of Abraham his servant; ye sons of Jacob his chosen.
7 He is the Lord our God: his judgments are in all the earth.
or
8 He hath remembered his covenant for ever: the word which he commanded to a thousand generations.
9 Which he made to Abraham; and his oath to Isaac:
or","The Lord remembers his covenant for ever.

O give thanks to the LORD,call on his name, make known his deeds among the peoples! Sing to him, sing praises to him, tell of all his wonderful works!

Glory in his holy name; let the hearts of those who seek the LORD rejoice! Seek the LORD and his strength, seek his presence continually!

O offspring of Abraham his servant, sons of Jacob, his chosen ones! He is the LORD our God; his judgments are in all the earth.

He is mindful of his covenant for ever,of the word that he commanded, for a thousand generations, the covenant which he made with Abraham, his sworn promise to Isaac,",reference_and_response_match
2025-01-16,NG|temporal|ordinary-time|1|thursday||I,temporal,,,ordinary-time,1,thursday,,I,Thursday of week 1 in Ordinary Time,,,"ps95:6-7c,8-9,10-11(r.8)","If today you hear his voice, harden not your hearts.","ps95:6-7c,8-9,10-11","If today you hear his voice, harden not your hearts.","If today you hear his voice, harden not your hearts.

6 Come let us adore and fall down: and weep before the Lord that made us.
7c For he is the Lord our God: and we are the people of his pasture and the sheep of his hand.
8 Today if you shall hear his voice, harden not your hearts:
9 As in the provocation, according to the day of temptation in the wilderness: where your fathers tempted me, they proved me, and saw my works.
10 Forty years long was I offended with that generation, and I said: These always err in heart.
11 And these men have not known my ways: so I swore in my wrath that they shall not enter into my rest.","If today you hear his voice, harden not your hearts.

O come, let us worship and bow down, let us kneel before the LORD, our Maker! For he is our God, and we are the people of his pasture,and the sheep of his hand. O that today you would hearken to his voice!

Harden not your hearts, as at Meribah, as on the day at Massah in the wilderness, when your fathers tested me, and put me to the proof, though they had seen my work.

For forty years I loathed that generation and said,""They are a people who err in heart, and they do not regard my ways."" Therefore I swore in my anger that they should not enter my rest.",reference_and_response_match
2025-01-17,NG|temporal|ordinary-time|1|friday||I,temporal,,,ordinary-time,1,friday,,I,"Saint Antony, Abbot",,,"ps78:3&4bc,6c-7,8(r.7b)",Do not forget the works of the Lord!,"ps78:3,4bc,6c-7,8",Do not forget the works of the Lord!,"Do not forget the works of the Lord!

3 How great things have we heard and known, and our fathers have told us.
4bc They have not been hidden from their children, in another generation. Declaring the praises of the Lord, and his powers, and his wonders which he hath done.
6c The children that should be born and should rise up, and declare them to their children.
7 That they may put their hope in God and may not forget the works of God: and may seek his commandments.
8 That they may not become like their fathers, a perverse and exasperating generation. A generation that set not their heart aright: and whose spirit was not faithful to God.","Do not forget the works of the Lord!

things that we have heard and known, that our fathers have told us.

We will not hide them from their children,but tell to the coming generation the glorious deeds of the LORD, and his might, and the wonders which he has wrought.

that the next generation might know them, the children yet unborn, and arise and tell them to their children, so that they should set their hope in God, and not forget the works of God, but keep his commandments;

and that they should not be like their fathers,a stubborn and rebellious generation,a generation whose heart was not steadfast, whose spirit was not faithful to God.",reference_and_response_match
2025-01-18,NG|temporal|ordinary-time|1|saturday||I,temporal,,,ordinary-time,1,saturday,,I,Saturday of week 1 in Ordinary Time or Saturday memorial of the Blessed Virgin Mary,,,"ps19:8,9,10,15(r.john6:63c)","Your words, O Lord, are spirit and life","ps19:8,9,10,15","Your words, Lord, are Spirit and life.","Your words, Lord, are Spirit and life.

8 The law of the Lord is unspotted, converting souls: the testimony of the Lord is faithful, giving wisdom to little ones.
9 The justices of the Lord are right, rejoicing hearts: the commandment of the Lord is lightsome, enlightening the eyes.
10 The fear of the Lord is holy, enduring for ever and ever: the judgments of the Lord are true, justified in themselves.
15 And the words of my mouth shall be such as may please: and the meditation of my heart always in thy sight. O Lord, my helper, and my redeemer.","Your words, O Lord, are spirit and life

The law of the LORD is perfect,reviving the soul; the testimony of the LORD is sure, making wise the simple;

the precepts of the LORD are right,rejoicing the heart; the commandment of the LORD is pure, enlightening the eyes;

the fear of the LORD is clean, enduring for ever;the ordinances of the LORD are true, and righteous altogether.

Let the words of my mouth and the meditation of my heartbe acceptable in thy sight, O LORD, my rock and my redeemer.",reference_match_translation_response
2025-01-19,NG|temporal|ordinary-time|2|sunday|C|,temporal,,,ordinary-time,2,sunday,C,,2nd Sunday in Ordinary Time,,,"ps96:1-2,2-3,7-8,9-10(r.3)",Proclaim his marvellous deeds to all the nations.,"ps96:1-2a,2b-3,7-8,9-10",Proclaim his marvelous deeds to all the nations.,"Proclaim his marvelous deeds to all the nations.

1 Sing ye to the Lord a new canticle: sing to the Lord, all the earth.
2a Sing ye to the Lord and bless his name.
2b Shew forth his salvation from day to day.
3 Declare his glory among the Gentiles: his wonders among all people.
7 Bring ye to the Lord, O ye kindreds of the Gentiles, bring ye to the Lord glory and honour:
8 Bring to the Lord glory unto his name. Bring up sacrifices, and come into his courts:
9 Adore ye the Lord in his holy court. Let all the earth be moved at his presence.
10 Say ye among the Gentiles, the Lord hath reigned. For he hath corrected the world, which shall not be moved: he will judge the people with justice.","Proclaim his marvellous deeds to all the nations.

O sing to the LORD a new song; sing to the LORD, all the earth! Sing to the LORD, bless his name; tell of his salvation from day to day.

Sing to the LORD, bless his name; tell of his salvation from day to day. Declare his glory among the nations, his marvelous works among all the peoples!

Ascribe to the LORD, O families of the peoples, ascribe to the LORD glory and strength! Ascribe to the LORD the glory due his name; bring an offering, and come into his courts!

Worship the LORD in holy array; tremble before him, all the earth! Say among the nations, ""The LORD reigns!Yea, the world is established, it shall never be moved; he will judge the peoples with equity.""",same_numbered_verses_reference_variant
2025-01-20,NG|temporal|ordinary-time|2|monday||I,temporal,,,ordinary-time,2,monday,,I,"Blessed Cyprian Michael Iwene Tansi, Priest Feast",,,"ps110:1,2,3,4(r.4b)","You are a priest for ever, in the line of Melchizedek.","ps110:1,2,3,4","You are a priest for ever, in the line of Melchizedek.","You are a priest for ever, in the line of Melchizedek.

1 The Lord said to my Lord: Sit thou at my right hand: Until I make thy enemies thy footstool.
2 The Lord will send forth the sceptre of thy power out of Sion: rule thou in the midst of thy enemies.
3 With thee is the principality in the day of thy strength: in the brightness of the saints: from the womb before the day star I begot thee.
4 The Lord hath sworn, and he will not repent: Thou art a priest for ever according to the order of Melchisedech.","You are a priest for ever, in the line of Melchizedek.

The LORD says to my lord:""Sit at my right hand, till I make your enemies your footstool.""

The LORD sends forth from Zion your mighty scepter. Rule in the midst of your foes!

Your people will offer themselves freelyon the day you lead your host upon the holy mountains. From the womb of the morning like dew your youth will come to you.

The LORD has sworn and will not change his mind, ""You are a priest for ever after the order of Melchizedek.""",reference_and_response_match
2025-01-21,NG|temporal|ordinary-time|2|tuesday||I,temporal,,,ordinary-time,2,tuesday,,I,"Saint Agnes, Virgin, Martyr",,,"ps111:1-2,4-5,9,10c(r.5)",The Lord will remember his covenant for ever.,"ps111:1-2,4-5,9,10c",The Lord will remember his covenant for ever.,"The Lord will remember his covenant for ever.

or
1 I will praise thee, O Lord, with my whole heart; in the council of the just: and in the congregation.
2 Great are the works of the Lord: sought out according to all his wills.
or
4 He hath made a remembrance of his wonderful works, being a merciful and gracious Lord:
5 He hath given food to them that fear him. He will be mindful for ever of his covenant:
or
9 He hath sent redemption to his people: he hath commanded his covenant for ever. Holy and terrible is his name:
10c His praise continueth for ever and ever.
or","The Lord will remember his covenant for ever.

Prasie the LORD.I will give thanks to the LORD with my whole heart,in the company of the upright, in the congregation. Great are the works of the LORD, studied by all who have pleasure in them.

He has caused his wonderful works to be remembered; the LORD is gracious and merciful. He provides food for those who fear him; he is ever mindful of his covenant.

He sent redemption to his people;he has commanded his covenant for ever. Holy and terrible is his name!

The fear of the LORD is the beginning of wisdom;a good understanding have all those who practice it. His praise endures for ever!",reference_and_response_match
2025-01-22,NG|temporal|ordinary-time|2|wednesday||I,temporal,,,ordinary-time,2,wednesday,,I,"Wednesday of week 2 in Ordinary Time or Saint Vincent, Deacon, Martyr",,,"ps110:1,2,3,4(r.4b)","You are a priest for ever, in the line of Melchizedek.","ps110:1,2,3,4","You are a priest for ever, in the line of Melchizedek.","You are a priest for ever, in the line of Melchizedek.

1 The Lord said to my Lord: Sit thou at my right hand: Until I make thy enemies thy footstool.
2 The Lord will send forth the sceptre of thy power out of Sion: rule thou in the midst of thy enemies.
3 With thee is the principality in the day of thy strength: in the brightness of the saints: from the womb before the day star I begot thee.
4 The Lord hath sworn, and he will not repent: Thou art a priest for ever according to the order of Melchisedech.","You are a priest for ever, in the line of Melchizedek.

The LORD says to my lord:""Sit at my right hand, till I make your enemies your footstool.""

The LORD sends forth from Zion your mighty scepter. Rule in the midst of your foes!

Your people will offer themselves freelyon the day you lead your host upon the holy mountains. From the womb of the morning like dew your youth will come to you.

The LORD has sworn and will not change his mind, ""You are a priest for ever after the order of Melchizedek.""",reference_and_response_match
2025-01-23,NG|temporal|ordinary-time|2|thursday||I,temporal,,,ordinary-time,2,thursday,,I,Thursday of week 2 in Ordinary Time,,,"ps40:7-8a,8b-9,10,17(r.8a,9a)","Here am I, Lord; I come to do your will.","ps40:7-8a,8b-9,10,17","Here am I, Lord; I come to do your will.","Here am I, Lord; I come to do your will.

7 Sacrifice and oblation thou didst not desire; but thou hast pierced ears for me. Burnt offering and sin offering thou didst not require:
8a Then said I, Behold I come.
8b In the head of the book it is written of me
9 That I should do thy will: O my God, I have desired it, and thy law in the midst of my heart.
10 I have declared thy justice in a great church, lo, I will not restrain my lips: O Lord, thou knowest it.
17 Let all that seek thee rejoice and be glad in thee: and let such as love thy salvation say always: The Lord be magnified.","Here am I, Lord; I come to do your will.

Sacrifice and offering thou dost not desire;but thou hast given me an open ear.  Burnt offering and sin offering thou hast not required. Then I said, ""Lo, I come; in the roll of the book it is written of me;

Then I said, ""Lo, I come; in the roll of the book it is written of me; I delight to do thy will, O my God; thy law is within my heart.""

I have told the glad news of deliverance in the great congregation;lo, I have not restrained my lips, as thou knowest, O LORD.

But may all who seek thee rejoice and be glad in thee;may those who love thy salvation say continually, ""Great is the LORD!""",reference_and_response_match
2025-01-24,NG|temporal|ordinary-time|2|friday||I,temporal,,,ordinary-time,2,friday,,I,"Saint Francis de Sales, Bishop, Doctor",,,"ps85:8,10,11-12,13-14(r.11a)",Kindness and truth shall meet.,"ps85:8,10,11-12,13-14",Kindness and truth shall meet.,"Kindness and truth shall meet.

8 shew us, O Lord, thy mercy; and grant us thy salvation.
10 Surely his salvation is near to them that fear him: that glory may dwell in our land.
11 Mercy and truth have met each other: justice and peace have kissed.
12 Truth is sprung out of the earth: and justice hath looked down from heaven.
13 For the Lord will give goodness: and our earth shall yield her fruit.
14 Justice shall walk before him: and shall set his steps in the way.","Kindness and truth shall meet.

Show us thy steadfast love, O LORD, and grant us thy salvation.

Surely his salvation is at hand for those who fear him, that glory may dwell in our land.

Steadfast love and faithfulness will meet; righteousness and peace will kiss each other. Faithfulness will spring up from the ground, and righteousness will look down from the sky.

Yea, the LORD will give what is good, and our land will yield its increase. Righteousness will go before him, and make his footsteps a way.",reference_and_response_match
2025-01-25,NG|temporal|ordinary-time|2|saturday||I,temporal,,,ordinary-time,2,saturday,,I,"The Conversion of Saint Paul, Apostle Feast",,,"ps117:1,2(r.mark16:15)",Go into all the world and proclaim the gospel.,"ps117:1bc,2","Go out to all the world, and tell the Good News.","Go out to all the world, and tell the Good News.

or
1bc O praise the Lord, all ye nations: praise him, all ye people.
or
2 For his mercy is confirmed upon us: and the truth of the Lord remaineth for ever.
or","Go into all the world and proclaim the gospel.

Praise the LORD, all nations! Extol him, all peoples!

For great is his steadfast love toward us;and the faithfulness of the LORD endures for ever. Praise the LORD!",same_numbered_verses_reference_variant
2025-01-26,NG|temporal|ordinary-time|3|sunday|C|,temporal,,,ordinary-time,3,sunday,C,,3rd Sunday in Ordinary Time (Sunday of the Word of God),,,"ps19:8,9,10,15(r.john6:63c)","Your words, Lord, are Spirit and life.","ps19:8,9,10,15","Your words, Lord, are Spirit and life.","Your words, Lord, are Spirit and life.

8 The law of the Lord is unspotted, converting souls: the testimony of the Lord is faithful, giving wisdom to little ones.
9 The justices of the Lord are right, rejoicing hearts: the commandment of the Lord is lightsome, enlightening the eyes.
10 The fear of the Lord is holy, enduring for ever and ever: the judgments of the Lord are true, justified in themselves.
15 And the words of my mouth shall be such as may please: and the meditation of my heart always in thy sight. O Lord, my helper, and my redeemer.","Your words, Lord, are Spirit and life.

The law of the LORD is perfect,reviving the soul; the testimony of the LORD is sure, making wise the simple;

the precepts of the LORD are right,rejoicing the heart; the commandment of the LORD is pure, enlightening the eyes;

the fear of the LORD is clean, enduring for ever;the ordinances of the LORD are true, and righteous altogether.

Let the words of my mouth and the meditation of my heartbe acceptable in thy sight, O LORD, my rock and my redeemer.",reference_and_response_match
