source,day_label,lect_num,type,reference,csv_incipit,derived_incipit,db_first_verse,rendered_first_line,problems
standard,Ordinary Time/6/Thursday/II,338,first_reading,James 2:1-9,"My brothers and sisters,",,[NO_CHAPTER: Jas 2],Reading text unavailable for James 2:1-9.,text_unavailable
standard,Ordinary Time/6/Thursday/II,338,gospel,Mark 8:27-33,Jesus went with his disciples,"At that time,","And Jesus went on with his disciples, to the villages of Caesarea Philippi; and on the way he asked his disciples, ""Who do men say that I am?""",27. Jesus went with his disciples,verse_number_in_rendered
standard,Ordinary Time/6/Friday/I,339,gospel,Mark 8:34-38 - 9.1,"Jesus called the crowd with his disciples, and said to them,","At that time,","And he called to him the multitude with his disciples, and said to them, ""If any man would come after me, let him deny himself and take up his cross and follow me.",Reading text unavailable for Mark 8:34-38 - 9.1.,text_unavailable
standard,Ordinary Time/6/Friday/II,339,first_reading,"James 2:14-24, 26","What good is it, my brothers and sisters,",,[NO_CHAPTER: Jas 2],"Reading text unavailable for James 2:14-24, 26.",text_unavailable
standard,Ordinary Time/6/Friday/II,339,gospel,Mark 8:34-38 - 9.1,"Jesus called the crowd with his disciples, and said to them,","At that time,","And he called to him the multitude with his disciples, and said to them, ""If any man would come after me, let him deny himself and take up his cross and follow me.",Reading text unavailable for Mark 8:34-38 - 9.1.,text_unavailable
standard,Ordinary Time/6/Saturday/II,340,first_reading,James 3:1-10,"Not many of you should become teachers,",,[NO_CHAPTER: Jas 3],Reading text unavailable for James 3:1-10.,text_unavailable
standard,Ordinary Time/6/Saturday/II,340,gospel,Mark 9:2-13,"Jesus took with him Peter and James and John,","At that time,","And after six days Jesus took with him Peter and James and John, and led them up a high mountain apart by themselves; and he was transfigured before them,","2. Jesus took with him Peter and James and John,",verse_number_in_rendered
standard,Ordinary Time/7/Sunday/A,,first_reading,"Lev 19:1-2, 17-18",,The LORD said to Moses:,"And the LORD said to Moses,","1. And the LORD said to Moses,",raw_verse_conjunction:and
standard,Ordinary Time/7/Sunday/C,,first_reading,"1 Sam 26:2, 7-9, 12-13, 22-23",,"In those days,","So Saul arose and went down to the wilderness of Ziph, with three thousand chosen men of Israel, to seek David in the wilderness of Ziph.","2. So Saul arose and went down to the wilderness of Ziph, with three thousand chosen men of Israel, to seek David in the wilderness of Ziph.",raw_verse_conjunction:so; verse_number_in_rendered
standard,Ordinary Time/7/Monday/II,341,first_reading,James 3:13-18,"Brothers and sisters, who is wise and understanding among you?",,[NO_CHAPTER: Jas 3],Reading text unavailable for James 3:13-18.,text_unavailable
standard,Ordinary Time/7/Tuesday/I,342,gospel,Mark 9:30-37,Jesus and the disciples passed through Galilee.,"At that time,",They went on from there and passed through Galilee. And he would not have any one know it;,30. Jesus and the disciples passed through Galilee.,verse_number_in_rendered
standard,Ordinary Time/7/Tuesday/II,342,first_reading,James 4:1-10,"Beloved, those conflicts and disputes among you,",,[NO_CHAPTER: Jas 4],Reading text unavailable for James 4:1-10.,text_unavailable
standard,Ordinary Time/7/Tuesday/II,342,gospel,Mark 9:30-37,Jesus and the disciples passed through Galilee.,"At that time,",They went on from there and passed through Galilee. And he would not have any one know it;,30. Jesus and the disciples passed through Galilee.,verse_number_in_rendered
standard,Ordinary Time/7/Wednesday/I,343,first_reading,Sir 4:11-19,Wisdom teaches her children,"My son,",Wisdom exalts her sons and gives help to those who seek her.,11. Wisdom teaches her children,verse_number_in_rendered
standard,Ordinary Time/7/Wednesday/I,343,gospel,Mark 9:38-40,"John, one of the disciples, said to Jesus,","At that time,","John said to him, ""Teacher, we saw a man casting out demons in your name,  and we forbade him, because he was not following us.""","38. John, one of the disciples, said to Jesus,",verse_number_in_rendered
standard,Ordinary Time/7/Wednesday/II,343,first_reading,James 4:13-17,"Come now, you who say,",,[NO_CHAPTER: Jas 4],Reading text unavailable for James 4:13-17.,text_unavailable
standard,Ordinary Time/7/Wednesday/II,343,gospel,Mark 9:38-40,"John, one of the disciples, said to Jesus,","At that time,","John said to him, ""Teacher, we saw a man casting out demons in your name,  and we forbade him, because he was not following us.""","38. John, one of the disciples, said to Jesus,",verse_number_in_rendered
standard,Ordinary Time/7/Thursday/II,344,first_reading,James 5:1-6,"Come now, you rich people,",,[NO_CHAPTER: Jas 5],Reading text unavailable for James 5:1-6.,text_unavailable
standard,Ordinary Time/7/Friday/II,345,first_reading,James 5:9-12,"Beloved,",,[NO_CHAPTER: Jas 5],Reading text unavailable for James 5:9-12.,text_unavailable
standard,Ordinary Time/7/Saturday/II,346,first_reading,James 5:13-20,"My brothers and sisters,",,[NO_CHAPTER: Jas 5],Reading text unavailable for James 5:13-20.,text_unavailable
standard,Ordinary Time/8/Sunday/C,,gospel,Luke 6:39-45,,"At that time,","He also told them a parable: ""Can a blind man lead a blind man? Will they not both fall into a pit?","39. He also told them a parable: ""Can a blind man lead a blind man? Will they not both fall into a pit?",raw_verse_pronoun:he; verse_number_in_rendered
standard,Ordinary Time/8/Monday/I,347,first_reading,"Sir 17:24-27, 29","To those who repent God grants a return,","My son,","Yet to those who repent he grants a return, and he encourages those whose endurance is failing.","24. To those who repent God grants a return,",verse_number_in_rendered
standard,Ordinary Time/8/Monday/I,347,gospel,Mark 10:17-27,"As Jesus was setting out on a journey,","At that time,","And as he was setting out on his journey, a man ran up and knelt before him, and asked him, ""Good Teacher, what must I do to inherit eternal life?""","17. As Jesus was setting out on a journey,",verse_number_in_rendered
standard,Ordinary Time/8/Monday/II,347,first_reading,1 Peter 1:3-9,"To those who repent God grants a return,",,"Blessed be the God and Father of our Lord Jesus Christ! By his great mercy we have been born anew to a living hope through the resurrection of Jesus Christ from the dead,","3. To those who repent God grants a return,",verse_number_in_rendered
standard,Ordinary Time/8/Monday/II,347,gospel,Mark 10:17-27,"As Jesus was setting out on a journey,","At that time,","And as he was setting out on his journey, a man ran up and knelt before him, and asked him, ""Good Teacher, what must I do to inherit eternal life?""","17. As Jesus was setting out on a journey,",verse_number_in_rendered
standard,Ordinary Time/8/Tuesday/I,348,gospel,Mark 10:28-31,"Peter began to say to Jesus,","At that time,","Peter began to say to him, ""Lo, we have left everything and followed you.""","28. Peter began to say to Jesus,",verse_number_in_rendered
standard,Ordinary Time/8/Tuesday/II,348,first_reading,1 Peter 1:10-16,The one who keeps the law makes many offerings;,,The prophets who prophesied of the grace that was to be yours searched and inquired about this salvation;,10. The one who keeps the law makes many offerings;,verse_number_in_rendered
standard,Ordinary Time/8/Tuesday/II,348,gospel,Mark 10:28-31,"Peter began to say to Jesus,","At that time,","Peter began to say to him, ""Lo, we have left everything and followed you.""","28. Peter began to say to Jesus,",verse_number_in_rendered
standard,Ordinary Time/8/Wednesday/I,349,gospel,Mark 10:32-45,"Jesus and the disciples were on the road, going up to Jerusalem,","At that time,","And they were on the road, going up to Jerusalem, and Jesus was walking ahead of them; and they were amazed, and those who followed were afraid. And taking the twelve again, he began to tell them what was to happen to him,","32. Jesus and the disciples were on the road, going up to Jerusalem,",verse_number_in_rendered
standard,Ordinary Time/8/Wednesday/II,349,first_reading,1 Peter 1:18-25,"Have mercy upon us, O God of all,",,"You know that you were ransomed from the futile ways inherited from your fathers, not with perishable things such as silver or gold,","18. Have mercy upon us, O God of all,",verse_number_in_rendered
standard,Ordinary Time/8/Wednesday/II,349,gospel,Mark 10:32-45,"Jesus and the disciples were on the road, going up to Jerusalem,","At that time,","And they were on the road, going up to Jerusalem, and Jesus was walking ahead of them; and they were amazed, and those who followed were afraid. And taking the twelve again, he began to tell them what was to happen to him,","32. Jesus and the disciples were on the road, going up to Jerusalem,",verse_number_in_rendered
standard,Ordinary Time/8/Thursday/I,350,first_reading,Sir 42:15-25,"I will now call to mind the works of the Lord,","My son,","I will now call to mind the works of the Lord,and will declare what I have seen. By the words of the Lord his works are done.","15. I will now call to mind the works of the Lord,",verse_number_in_rendered
standard,Ordinary Time/8/Thursday/II,350,first_reading,"1 Peter 2:2-5, 9-12","I will now call to mind the works of the Lord,",,"Like newborn babes, long for the pure spiritual milk, that by it you may grow up to salvation;","2. I will now call to mind the works of the Lord,",verse_number_in_rendered
standard,Ordinary Time/8/Friday/II,351,first_reading,1 Peter 4:7-13,"Let us now sing the praises of famous men,",,The end of all things is at hand; therefore keep sane and sober for your prayers.,"7. Let us now sing the praises of famous men,",verse_number_in_rendered
standard,Ordinary Time/8/Saturday/I,352,first_reading,Sirach 51:12-20,"I thank you and praise you, O God my saviour,",,"for thou didst save me from destructionand rescue me from an evil plight.Therefore I will give thanks to thee and praise thee, and I will bless the name of the Lord.","12. I thank you and praise you, O God my saviour,",verse_number_in_rendered
standard,Ordinary Time/8/Saturday/II,352,first_reading,Jude 17-25,"Beloved brothers and sisters,",Beloved:,[PARSE_ERROR],Reading text unavailable for Jude 17-25.,text_unavailable
standard,Ordinary Time/9/Sunday/A,,first_reading,"Deut 11:18, 26-28, 32","MOSES told the people, ""Take these words of mine into your heart and soul.",Moses said to the people:,"""You shall therefore lay up these words of mine in your heart and in your soul; and you shall bind them as a sign upon your hand, and they shall be as frontlets between your eyes.","18. MOSES told the people, ""Take these words of mine into your heart and soul.",verse_number_in_rendered
standard,Ordinary Time/9/Monday/I,353,first_reading,"Tobit 1:1ad, 2a, 3, 17; 2.1-8","Who in the days of King Shalmaneser of the Assyrians,",,"The book of the acts   of Tobit the son of Tobiel, son of Ananiel, son of Aduel, son of Gabael, of the descendants of Asiel and the tribe of Naphtali,","1. Who in the days of King Shalmaneser of the Assyrians,",raw_verse_pronoun:who
standard,Ordinary Time/9/Monday/II,353,first_reading,2 Peter 1:1-7,"Who in the days of King Shalmaneser of the Assyrians,",,"Simon Peter, a servant and apostle of Jesus Christ, To those who have obtained a faith of equal standing with ours in the righteousness of our God and Savior Jesus Christ:","1. Who in the days of King Shalmaneser of the Assyrians,",raw_verse_pronoun:who
standard,Ordinary Time/9/Tuesday/I,354,first_reading,Tobit 2:9-14 – 3.1,"At night I, Tobit, tired from burying the dead,",,"On the same night I returned from burying him, and because I was defiled I slept by the wall of the courtyard, and my face was uncovered.",Reading text unavailable for Tobit 2:9-14 – 3.1.,text_unavailable
standard,Ordinary Time/9/Tuesday/I,354,first_reading,Tobit 2:9-14 – 3.1,"At night I, Tobit, tired from burying the dead,",,"On the same night I returned from burying him, and because I was defiled I slept by the wall of the courtyard, and my face was uncovered.",Reading text unavailable for Tobit 2:9-14 – 3.1.,text_unavailable
standard,Ordinary Time/9/Tuesday/II,354,first_reading,"2 Peter 3:12-15a, 17-18","At night I, Tobit, tired from burying the dead,",,"waiting for and hastening  the coming of the day of God, because of which the heavens will be kindled and dissolved, and the elements will melt with fire!","12. At night I, Tobit, tired from burying the dead,",verse_number_in_rendered
standard,Ordinary Time/9/Tuesday/II,354,first_reading,"2 Peter 3:12-15a, 17-18","At night I, Tobit, tired from burying the dead,",,"waiting for and hastening  the coming of the day of God, because of which the heavens will be kindled and dissolved, and the elements will melt with fire!","12. At night I, Tobit, tired from burying the dead,",verse_number_in_rendered
standard,Ordinary Time/9/Thursday/I,356,first_reading,"Tobit 4:20; 5.4; 6.10-11b; 7.1, 9-16; 8.1, 4-9","Tobit called his son, Tobias, and said to him,",,And now let me explain to you about the ten talents of silver which I left in trust with Gabael the son of Gabrias at Rages in Media.,"20. Tobit called his son, Tobias, and said to him,",verse_number_in_rendered
standard,Ordinary Time/9/Thursday/I,356,gospel,Mark 12:28-34,"One of the scribes came near to Jesus and asked him,","At that time,","And one of the scribes came up and heard them disputing with one another, and seeing that he answered them well, asked him, ""Which commandment is the first of all?""","28. One of the scribes came near to Jesus and asked him,",verse_number_in_rendered
standard,Ordinary Time/9/Thursday/II,356,first_reading,2 Timothy 2:8-15,"Tobit called his son, Tobias, and said to him,",,"Remember Jesus Christ, risen from the dead, descended from David, as preached in my gospel,","8. Tobit called his son, Tobias, and said to him,",verse_number_in_rendered
standard,Ordinary Time/9/Thursday/II,356,gospel,Mark 12:28-34,"One of the scribes came near to Jesus and asked him,","At that time,","And one of the scribes came up and heard them disputing with one another, and seeing that he answered them well, asked him, ""Which commandment is the first of all?""","28. One of the scribes came near to Jesus and asked him,",verse_number_in_rendered
standard,Ordinary Time/9/Friday/I,357,first_reading,Tobit 11:5-15,"Tobit’s wife, Anna, sat looking intently down the road,",,Now Anna sat looking intently down the road for her son.,"5. Tobit’s wife, Anna, sat looking intently down the road,",verse_number_in_rendered
standard,Ordinary Time/9/Friday/I,357,gospel,Mark 12:35-37,"While Jesus was teaching in the temple, he said,","At that time,","And as Jesus taught in the temple, he said, ""How can the scribes say that the Christ is the son of David?","35. While Jesus was teaching in the temple, he said,",raw_verse_conjunction:while; verse_number_in_rendered
standard,Ordinary Time/9/Friday/II,357,first_reading,2 Timothy 3:10-17,"Tobit’s wife, Anna, sat looking intently down the road,",,"Now you have observed my teaching, my conduct, my aim in life, my faith, my patience, my love, my steadfastness,","10. Tobit’s wife, Anna, sat looking intently down the road,",verse_number_in_rendered
standard,Ordinary Time/9/Friday/II,357,gospel,Mark 12:35-37,"While Jesus was teaching in the temple, he said,","At that time,","And as Jesus taught in the temple, he said, ""How can the scribes say that the Christ is the son of David?","35. While Jesus was teaching in the temple, he said,",raw_verse_conjunction:while; verse_number_in_rendered
standard,Ordinary Time/9/Saturday/II,358,first_reading,Jas 5:13-20,"My brothers and sisters,",Brethren:,[NO_CHAPTER: Jas 5],Reading text unavailable for Jas 5:13-20.,text_unavailable
standard,Ordinary Time/10/Tuesday/I,360,first_reading,2 Corinthians 1:18-22,"As surely as God is faithful,",,"As surely as God is faithful, our word to you has not been Yes and No.","18. As surely as God is faithful,",verse_number_in_rendered
standard,Ordinary Time/10/Tuesday/II,360,first_reading,1 Kings 17:7-16,"As surely as God is faithful,",,"And after a while the brook dried up, because there was no rain in the land.","7. As surely as God is faithful,",verse_number_in_rendered
standard,Ordinary Time/10/Thursday/I,362,first_reading,"2 Corinthians 3:15 – 4.1, 3-6","To this very day whenever Moses is read,",,"Yes, to this day whenever Moses is read a veil lies over their minds;","3. To this very day whenever Moses is read,",verse_number_in_rendered
standard,Ordinary Time/10/Thursday/II,362,first_reading,1 Kings 18:41-46,"At the foot of Mount Carmel, Elijah said to Ahab,",,"And Elijah said to Ahab, ""Go up, eat and drink; for there is a sound of the rushing of rain.""","41. At the foot of Mount Carmel, Elijah said to Ahab,",verse_number_in_rendered
standard,Ordinary Time/10/Saturday/I,364,first_reading,2 Cor 12:1-10,"It is necessary to boast, though nothing is to be gained by it;",Brethren:,"I must boast; there is nothing to be gained by it, but I will go on to visions and revelations of the Lord.","1. It is necessary to boast, though nothing is to be gained by it;",raw_verse_pronoun:it
standard,Ordinary Time/10/Saturday/II,364,first_reading,"Jude 17, 20b-25","Beloved: 14. Brothers and sisters,",Beloved:,[PARSE_ERROR],"Reading text unavailable for Jude 17, 20b-25.",text_unavailable
standard,Ordinary Time/11/Sunday/B,,first_reading,Ez 17:22-24,,,"Thus says the Lord GOD: ""I myself will take a sprig from the lofty top of the cedar, and will set it out; I will break off from the topmost of its young twigs a tender one, and I myself will plant it upon a high and lofty mountain;","22. Thus says the Lord GOD: ""I myself will take a sprig from the lofty top of the cedar, and will set it out; I will break off from the topmost of its young twigs a tender one, and I myself will plant it upon a high and lofty mountain;",raw_verse_conjunction:thus; verse_number_in_rendered; no_incipit_problematic_verse:thus
standard,Ordinary Time/11/Sunday/B,,gospel,Mark 4:26-34,This is how it is with the kingdom of God;,"At that time,","And he said, ""The kingdom of God is as if a man should scatter seed upon the ground,",26. This is how it is with the kingdom of God;,raw_verse_pronoun:this; verse_number_in_rendered
standard,Ordinary Time/11/Tuesday/I,366,first_reading,2 Corinthians 8:1-9,"We want you to know, brothers and sisters,",,"We want you to know, brethren, about the grace of God which has been shown in the churches of Macedonia,","1. We want you to know, brothers and sisters,",raw_verse_pronoun:we
standard,Ordinary Time/11/Tuesday/II,366,first_reading,1 Kings 21:17-29,"We want you to know, brothers and sisters,",,"Then the word of the LORD came to Elijah the Tishbite, saying,","17. We want you to know, brothers and sisters,",raw_verse_pronoun:we; verse_number_in_rendered
standard,Ordinary Time/11/Friday/I,369,first_reading,"2 Corinthians 11:18, 21b-30","Since many boast according to human standards,",,"since many boast of worldly things, I too will boast.)","18. Since many boast according to human standards,",raw_verse_conjunction:since; verse_number_in_rendered
standard,Ordinary Time/11/Friday/II,369,first_reading,"2 Kings 11:1-4, 9-18, 20","Since many boast according to human standards,",,"The time that Jehu reigned over Israel in Samaria was twenty-eight years. Now when Athaliah the mother of Ahaziah saw that her son was dead, she arose and destroyed all the royal family.","1. Since many boast according to human standards,",raw_verse_conjunction:since
standard,Ordinary Time/11/Saturday/I,370,first_reading,Isa 61:9-11,"The descendants of the just shall be known among the nations,",Thus says the LORD:,"Their descendants shall be known among the nations, and their offspring in the midst of the peoples; all who see them shall acknowledge them, that they are a people whom the LORD has blessed.","9. The descendants of the just shall be known among the nations,",verse_number_in_rendered
standard,Ordinary Time/11/Saturday/I,370,gospel,Luke 2:41-51 (proper),In those days: 24. “No one can serve two masters;,"In those days,",Now his parents went to Jerusalem every year at the feast of the Passover.,Reading text unavailable for Luke 2:41-51 (proper).,text_unavailable
standard,Ordinary Time/11/Saturday/II,370,first_reading,Isa 61:9-11,"The descendants of the just shall be known among the nations,",Thus says the LORD:,"Their descendants shall be known among the nations, and their offspring in the midst of the peoples; all who see them shall acknowledge them, that they are a people whom the LORD has blessed.","9. The descendants of the just shall be known among the nations,",verse_number_in_rendered
standard,Ordinary Time/11/Saturday/II,370,gospel,Luke 2:41-51 (proper),In those days: 24. “No one can serve two masters;,"In those days,",Now his parents went to Jerusalem every year at the feast of the Passover.,Reading text unavailable for Luke 2:41-51 (proper).,text_unavailable
standard,Ordinary Time/12/Sunday/B,,first_reading,"Job 38:1, 8-11",,Job answered:,Then the LORD answered Job out of the whirlwind:,1. Then the LORD answered Job out of the whirlwind:,raw_verse_conjunction:then
standard,Ordinary Time/12/Sunday/C,,first_reading,Zec 12:10-11; 13:1,,,"""And I will pour out on the house of David and the inhabitants of Jerusalem a spirit of compassion and supplication, so that, when they look on him whom they have pierced, they shall mourn for him, as one mourns for an only child, and weep bitterly over him, as one weeps over a first-born.","10. ""And I will pour out on the house of David and the inhabitants of Jerusalem a spirit of compassion and supplication, so that, when they look on him whom they have pierced, they shall mourn for him, as one mourns for an only child, and weep bitterly over him, as one weeps over a first-born.",verse_number_in_rendered
standard,Ordinary Time/12/Sunday/C,,gospel,Luke 9:18-24,"ONCE when Jesus was praying in solitude,","At that time,","Now it happened that as he was praying alone the disciples were with him; and he asked them, ""Who do the people say that I am?""","18. ONCE when Jesus was praying in solitude,",verse_number_in_rendered
standard,Ordinary Time/12/Monday/II,371,first_reading,"2 Kings 17:5-8, 13-15a, 18",The family of Abram lived in Haran of the Chaldeans.,,"Then the king of Assyria invaded all the land and came to Samaria, and for three years he besieged it.",5. The family of Abram lived in Haran of the Chaldeans.,verse_number_in_rendered
standard,Ordinary Time/12/Tuesday/I,372,first_reading,"Gen 13:2, 5-18","Abram was very rich in livestock, in silver, and in gold.","In the beginning,","Now Abram was very rich in cattle, in silver, and in gold.","2. Abram was very rich in livestock, in silver, and in gold.",verse_number_in_rendered
standard,Ordinary Time/12/Tuesday/II,372,first_reading,"2 Kings 19:9b-11, 14-21, 31-36","Abram was very rich in livestock, in silver, and in gold.",,"And when the king heard concerning Tirhakah king of Ethiopia, ""Behold, he has set out to fight against you,"" he sent messengers again to Hezekiah, saying,","9. Abram was very rich in livestock, in silver, and in gold.",verse_number_in_rendered
standard,Ordinary Time/12/Thursday/II,374,first_reading,2 Kings 24:8-17,"Sarai, Abram’s wife, bore him no children.",,"Jehoiachin was eighteen years old when he became king, and he reigned three months in Jerusalem. His mother's name was Nehushta the daughter of Elnathan of Jerusalem.","8. Sarai, Abram’s wife, bore him no children.",verse_number_in_rendered
standard,Ordinary Time/12/Saturday/II,376,first_reading,"Lamentations 2:2, 10-14, 18-19","The Lord appeared to Abraham by the oaks of Mamre,",,dishonor the kingdom and its rulers.,"2. The Lord appeared to Abraham by the oaks of Mamre,",verse_number_in_rendered
standard,Ordinary Time/12/Saturday/II,376,gospel,Matt 8:5-17,"When Jesus entered Capernaum, a centurion came to him,","At that time,","As he entered Caperna-um, a centurion came forward to him, beseeching him","5. When Jesus entered Capernaum, a centurion came to him,",verse_number_in_rendered
standard,Ordinary Time/13/Sunday/A,,gospel,Matt 10:37-42,,"At that time,",He who loves father or mother more than me is not worthy of me; and he who loves son or daughter more than me is not worthy of me;,37. He who loves father or mother more than me is not worthy of me; and he who loves son or daughter more than me is not worthy of me;,raw_verse_pronoun:he; verse_number_in_rendered
standard,Ordinary Time/13/Monday/I,377,first_reading,Gen 18:16-33,"The three visitors from the Lord set out from Mamre,","In the beginning,","Then the men set out from there, and they looked toward Sodom; and Abraham went with them to set them on their way.","16. The three visitors from the Lord set out from Mamre,",verse_number_in_rendered
standard,Ordinary Time/13/Monday/I,377,gospel,Matt 8:18-22,"When Jesus saw great crowds around him,","At that time,","Now when Jesus saw great crowds around him, he gave orders to go over to the other side.","18. When Jesus saw great crowds around him,",verse_number_in_rendered
standard,Ordinary Time/13/Monday/I,383,first_reading,Gen 28:10-22a,Jacob left Beer-sheba and went toward Haran.,"In the beginning,","Jacob left Beer-sheba, and went toward Haran.",10. Jacob left Beer-sheba and went toward Haran.,verse_number_in_rendered
standard,Ordinary Time/13/Monday/I,383,gospel,Matt 9:18-26,"While Jesus was speaking to the disciples of John the Baptist,","At that time,","While he was thus speaking to them, behold, a ruler came in and knelt before him, saying, ""My daughter has just died; but come and lay your hand on her, and she will live.""","18. While Jesus was speaking to the disciples of John the Baptist,",raw_verse_conjunction:while; verse_number_in_rendered
standard,Ordinary Time/13/Tuesday/I,378,first_reading,Gen 19:15-29,"During the night, the men of Sodom, both young and old, had tried to attack the two travellers who were guests in the home of Lot. When morning dawned, the angels urged Lot, saying,","In the beginning,","When morning dawned, the angels urged Lot, saying, ""Arise, take your wife and your two daughters who are here, lest you be consumed in the punishment of the city.""","15. During the night, the men of Sodom, both young and old, had tried to attack the two travellers who were guests in the home of Lot. When morning dawned, the angels urged Lot, saying,",verse_number_in_rendered
standard,Ordinary Time/13/Tuesday/I,378,gospel,Matt 18:23-27,"Jesus got into a boat, and his disciples followed him.","At that time,","""Therefore the kingdom of heaven may be compared to a king who wished to settle accounts with his servants.","23. Jesus got into a boat, and his disciples followed him.",verse_number_in_rendered
standard,Ordinary Time/13/Tuesday/I,384,gospel,Matt 9:32-38,"As Jesus was walking along, a demoniac who was mute was brought to him.","At that time,","As they were going away, behold, a dumb demoniac was brought to him.","32. As Jesus was walking along, a demoniac who was mute was brought to him.",verse_number_in_rendered
standard,Ordinary Time/13/Tuesday/II,378,gospel,Matt 18:23-27,"Jesus got into a boat, and his disciples followed him.","At that time,","""Therefore the kingdom of heaven may be compared to a king who wished to settle accounts with his servants.","23. Jesus got into a boat, and his disciples followed him.",verse_number_in_rendered
standard,Ordinary Time/13/Wednesday/I,379,first_reading,"Gen 21:5, 8-20",Abraham was a hundred years old when his son Isaac was born to him.,"In the beginning,",Abraham was a hundred years old when his son Isaac was born to him.,5. Abraham was a hundred years old when his son Isaac was born to him.,verse_number_in_rendered
standard,Ordinary Time/13/Wednesday/I,379,gospel,Matt 8:28-34,"When Jesus came to the other side of the sea,","At that time,","And when he came to the other side, to the country of the Gadarenes,  two demoniacs met him, coming out of the tombs, so fierce that no one could pass that way.","28. When Jesus came to the other side of the sea,",verse_number_in_rendered
standard,Ordinary Time/13/Wednesday/II,379,gospel,Matt 8:28-34,"When Jesus came to the other side of the sea,","At that time,","And when he came to the other side, to the country of the Gadarenes,  two demoniacs met him, coming out of the tombs, so fierce that no one could pass that way.","28. When Jesus came to the other side of the sea,",verse_number_in_rendered
standard,Ordinary Time/13/Friday/I,381,gospel,Matt 9:9-13,"As Jesus was walking along,","At that time,","As Jesus passed on from there, he saw a man called Matthew sitting at the tax office; and he said to him, ""Follow me."" And he rose and followed him.","9. As Jesus was walking along,",verse_number_in_rendered
standard,Ordinary Time/13/Friday/II,381,gospel,Matt 9:9-13,"As Jesus was walking along,","At that time,","As Jesus passed on from there, he saw a man called Matthew sitting at the tax office; and he said to him, ""Follow me."" And he rose and followed him.","9. As Jesus was walking along,",verse_number_in_rendered
standard,Ordinary Time/13/Saturday/I,382,gospel,Matt 9:14-17,"The disciples of John the Baptist came to Jesus, saying,","At that time,","Then the disciples of John came to him, saying, ""Why do we and the Pharisees fast,  but your disciples do not fast?""","14. The disciples of John the Baptist came to Jesus, saying,",verse_number_in_rendered
standard,Ordinary Time/13/Saturday/II,382,gospel,Matt 9:14-17,"The disciples of John the Baptist came to Jesus, saying,","At that time,","Then the disciples of John came to him, saying, ""Why do we and the Pharisees fast,  but your disciples do not fast?""","14. The disciples of John the Baptist came to Jesus, saying,",verse_number_in_rendered
standard,Ordinary Time/14/Sunday/A,,first_reading,Zec 9:9-10,,,"Rejoice greatly, O daughter of Zion! Shout aloud, O daughter of Jerusalem! Lo, your king comes to you; triumphant and victorious is he, humble and riding on an ass, on a colt the foal of an ass.","9. Rejoice greatly, O daughter of Zion! Shout aloud, O daughter of Jerusalem! Lo, your king comes to you; triumphant and victorious is he, humble and riding on an ass, on a colt the foal of an ass.",verse_number_in_rendered
standard,Ordinary Time/14/Sunday/A,,gospel,Matt 11:25-30,,"At that time,","At that time Jesus declared, ""I thank thee, Father, Lord of heaven and earth, that thou hast hidden these things from the wise and understanding and revealed them to babes;","25.     At that time Jesus declared, ""I thank thee, Father, Lord of heaven and earth, that thou hast hidden these things from the wise and understanding and revealed them to babes;",verse_number_in_rendered
standard,Ordinary Time/14/Sunday/B,,first_reading,Ez 2:2-5,,,"And when he spoke to me, the Spirit entered into me and set me upon my feet; and I heard him speaking to me.","2. And when he spoke to me, the Spirit entered into me and set me upon my feet; and I heard him speaking to me.",raw_verse_conjunction:and; verse_number_in_rendered; no_incipit_problematic_verse:and
standard,Ordinary Time/14/Sunday/B,,gospel,Mark 6:1-6,,"At that time,",He went away from there and came to his own country; and his disciples followed him.,1. He went away from there and came to his own country; and his disciples followed him.,raw_verse_pronoun:he
standard,Ordinary Time/14/Tuesday/II,384,gospel,Matt 9:32-38,"As Jesus was walking along, a demoniac who was mute was brought to him.","At that time,","As they were going away, behold, a dumb demoniac was brought to him.","32. As Jesus was walking along, a demoniac who was mute was brought to him.",verse_number_in_rendered
standard,Ordinary Time/14/Wednesday/I,385,first_reading,"Gen 41:55-57; 42.5-7a, 17-24","When all the land of Egypt was famished,","In the beginning,","When all the land of Egypt was famished, the people cried to Pharaoh for bread; and Pharaoh said to all the Egyptians, ""Go to Joseph; what he says to you, do.""","55. When all the land of Egypt was famished,",verse_number_in_rendered
standard,Ordinary Time/14/Thursday/I,386,first_reading,"Gen 44:18-21, 23b-29; 45.1-5","Judah and his brothers, the sons of Jacob, had been ordered into Joseph's presence. Judah stepped up to Joseph and said,","In the beginning,","Then Judah went up to him and said, ""O my lord, let your servant, I pray you, speak a word in my lord's ears, and let not your anger burn against your servant; for you are like Pharaoh himself.","18. Judah and his brothers, the sons of Jacob, had been ordered into Joseph's presence. Judah stepped up to Joseph and said,",verse_number_in_rendered
standard,Ordinary Time/14/Saturday/I,388,first_reading,Exod 12:37-42,"The Israelites journeyed from Rameses to Succoth,","In those days,","And the people of Israel journeyed from Rameses to Succoth, about six hundred thousand men on foot, besides women and children.","37. The Israelites journeyed from Rameses to Succoth,",verse_number_in_rendered
standard,Ordinary Time/14/Saturday/I,388,gospel,Matt 12:14-21,"The Pharisees went out and conspired against Jesus,","At that time,","But the Pharisees went out and took counsel against him, how to destroy him.","14. The Pharisees went out and conspired against Jesus,",verse_number_in_rendered
