source,day_label,lect_num,type,reference,rendered_first_line,best_source_line,source_method,source_confidence,issue
standard,Ordinary Time/25/Monday/I,455,first_reading,"Dan 7:9-10, 13-14","9. As I, Daniel, watched in my vision,","As I, Daniel, watched in my vision,",weekday_direct,100,match_exact
standard,Ordinary Time/25/Monday/I,455,gospel,John 1:47-51,In the beginning was the Word: An argument arose among the disciples,"When Jesus saw Nathanael coming toward him, he said of him,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/25/Monday/II,455,first_reading,1 Cor 5:1-8,"1. It is actually reported that there is sexual immorality among you,","It is actually reported that there is sexual immorality among you,",weekday_direct,100,match_exact
standard,Ordinary Time/25/Monday/II,455,gospel,Luke 6:6-11,"At that time, An argument arose among the disciples","On the sabbath Jesus entered the synagogue and taught,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/25/Tuesday/I,450,first_reading,"Ezra 4:4-5; 6.1a, 6ad-8, 12b, 14-20","In those days, The people of the land discouraged the people of Judah","When the foundation of the temple of the Lord had been laid in Jerusalem, the people of the land discouraged the people of Judah",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/25/Tuesday/I,450,gospel,Luke 8:19-21,"19. Jesus' mother and his brothers came to him,","Jesus' mother and his brothers came to him,",weekday_direct,100,match_exact
standard,Ordinary Time/25/Tuesday/II,450,first_reading,"Proverbs 21:1-6, 10-13","1. When the foundation of the temple of the Lord had been laid in Jerusalem,",The king's heart is a stream of water in the hand of the Lord;,weekday_direct,100,substantive_mismatch
standard,Ordinary Time/25/Tuesday/II,450,gospel,Luke 8:19-21,"19. Jesus' mother and his brothers came to him,","Jesus' mother and his brothers came to him,",weekday_direct,100,match_exact
standard,Ordinary Time/25/Wednesday/II,451,first_reading,Proverbs 30:5-9,"5. When I, Ezra,",Every word of God proves true;,weekday_direct,100,substantive_mismatch
standard,Ordinary Time/25/Wednesday/II,451,gospel,Luke 9:1-6,1. Jesus called the twelve together,Jesus called the twelve together,weekday_direct,100,match_exact
standard,Ordinary Time/25/Thursday/I,452,first_reading,Haggai 1:1-8,"1. In the second year of King Darius,","In the second year of King Darius,",weekday_direct,100,match_exact
standard,Ordinary Time/25/Thursday/I,452,gospel,Luke 9:7-9,"7. Herod the ruler heard about all that Jesus had done,","Herod the ruler heard about all that Jesus had done,",weekday_direct,100,match_exact
standard,Ordinary Time/25/Thursday/II,452,first_reading,Ecclesiastes 1:2-11,"2. In the second year of King Darius,","Vanity of vanities, says the Teacher,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/25/Thursday/II,452,gospel,Luke 9:7-9,"7. Herod the ruler heard about all that Jesus had done,","Herod the ruler heard about all that Jesus had done,",weekday_direct,100,match_exact
standard,Ordinary Time/25/Friday/I,453,first_reading,Haggai 2:1-9,"1. In the second year of King Darius,","In the second year of King Darius,",weekday_direct,100,match_exact
standard,Ordinary Time/25/Friday/I,453,gospel,Luke 9:18-22,"18. Once when Jesus was praying alone, with only the disciples near him,","Once when Jesus was praying alone, with only the disciples near him,",weekday_direct,100,match_exact
standard,Ordinary Time/25/Friday/II,453,first_reading,Ecclesiastes 3:1-11,"1. In the second year of King Darius,","For everything there is a season,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/25/Friday/II,453,gospel,Luke 9:18-22,"18. Once when Jesus was praying alone, with only the disciples near him,","Once when Jesus was praying alone, with only the disciples near him,",weekday_direct,100,match_exact
standard,Ordinary Time/25/Saturday/II,454,first_reading,Ecclesiastes 11:9 – 12.8,Reading text unavailable for Ecclesiastes 11:9 – 12.8.,"Rejoice, young man, while you are young,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/25/Saturday/II,454,gospel,Luke 9:43b-45,"43. While everyone was amazed at all that Jesus was doing,","While everyone was amazed at all that Jesus was doing,",weekday_direct,100,match_exact
standard,Ordinary Time/26/Sunday/A,,first_reading,"Ez 34:11-12, 15-17","11. ""For thus says the Lord GOD: Behold, I, I myself will search for my sheep, and will seek them out.",THUS says the Lord GOD: I myself will look after and tend my sheep.,sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/26/Sunday/A,,gospel,Matt 25:31-46,"At that time: ""When the Son of man comes in his glory, and all the angels with him, then he will sit on his glorious throne.","When the Son of Man comes in his glory,",sunday_column_right,100,substantive_mismatch
standard,Ordinary Time/26/Sunday/B,,first_reading,Dn 7:13-14,Reading text unavailable for Dn 7:13-14.,"AS the visions during the night continued, I saw one like a Son of man coming,",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/26/Sunday/B,,gospel,John 18:33b-37,"At that time: Said to him, ""Are you the King of the Jews","PILATE said to Jesus,",sunday_column_right,100,substantive_mismatch
standard,Ordinary Time/26/Sunday/C,,first_reading,2 Sam 5:1-3,"In those days: All the tribes of Israel came to David at Hebron, and said, ""Behold, we are your bone and flesh.","IN those days, all the tribes of Israel came to David in Hebron and said: ""Here we are, your bone and your flesh.",sunday_column_left,100,match_paraphrase
standard,Ordinary Time/26/Sunday/C,,gospel,Luke 23:35-43,"At that time: The people stood by, watching; but the rulers scoffed at him, saying, ""He saved others; let him save himself, if he is the Christ of God, his Chosen One!""","THE rulers sneered at Jesus and said,",sunday_column_right,100,substantive_mismatch
standard,Ordinary Time/26/Tuesday/I,456,first_reading,Zechariah 8:20-23,Thus says the Lord of hosts:,Thus says the Lord of hosts:,weekday_direct,100,match_exact
standard,Ordinary Time/26/Tuesday/I,456,gospel,Luke 9:51-56,"51. When the days drew near for Jesus to be taken up,","When the days drew near for Jesus to be taken up,",weekday_direct,100,match_exact
standard,Ordinary Time/26/Tuesday/II,456,first_reading,"Job 3:1-3, 11-17, 20-23",Job answered: Thus says the Lord of hosts:,Job opened his mouth and cursed the day of his birth.,weekday_direct,100,substantive_mismatch
standard,Ordinary Time/26/Tuesday/II,456,gospel,Luke 9:51-56,"51. When the days drew near for Jesus to be taken up,","When the days drew near for Jesus to be taken up,",weekday_direct,100,match_exact
standard,Ordinary Time/26/Wednesday/I,457,first_reading,Nehemiah 2:1-8,"1. In the month of Nisan, in the twentieth year of King Artaxerxes,","In the month of Nisan, in the twentieth year of King Artaxerxes,",weekday_direct,100,match_exact
standard,Ordinary Time/26/Wednesday/I,457,gospel,Luke 9:57-62,"57. As Jesus and his disciples were going along the road, someone said to him,","As Jesus and his disciples were going along the road, someone said to him,",weekday_direct,100,match_exact
standard,Ordinary Time/26/Wednesday/II,457,first_reading,"Job 9:1-12, 14-16","Job answered: In the month of Nisan, in the twentieth year of King Artaxerxes,",To the reproaches of his friends Job answered:,weekday_direct,100,substantive_mismatch
standard,Ordinary Time/26/Wednesday/II,457,gospel,Luke 9:57-62,"57. As Jesus and his disciples were going along the road, someone said to him,","As Jesus and his disciples were going along the road, someone said to him,",weekday_direct,100,match_exact
standard,Ordinary Time/26/Thursday/I,458,first_reading,"Nehemiah 8:1-4a, 5-6, 7b-12",1. All the people gathered together into the square before the Water Gate.,All the people gathered together into the square before the Water Gate.,weekday_direct,100,match_exact
standard,Ordinary Time/26/Thursday/I,458,gospel,Luke 10:1-12,1. From among the disciples the Lord appointed seventy,From among the disciples the Lord appointed seventy,weekday_direct,100,match_exact
standard,Ordinary Time/26/Thursday/II,458,first_reading,Job 19:21-27,Job answered: All the people gathered together into the square before the Water Gate.,"To those who reproached him, Job said: ""Have pity on me, have pity on me, O you my friends,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/26/Thursday/II,458,gospel,Luke 10:1-12,1. From among the disciples the Lord appointed seventy,From among the disciples the Lord appointed seventy,weekday_direct,100,match_exact
standard,Ordinary Time/26/Friday/I,459,first_reading,Bar 1:15-22,"15. The Lord our God is in the right,","The Lord our God is in the right,",weekday_direct,100,match_exact
standard,Ordinary Time/26/Friday/I,459,gospel,Luke 10:13-16,"At that time, “Woe to you, Chorazin!","Jesus said to the seventy disciples: ""Woe to you, Chorazin!",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/26/Friday/II,459,first_reading,Job 38:12-21; 40.3-5,"12. From the heart of the tempest the Lord answered Job, saying this: ""Have you commanded the morning since your days began,","From the heart of the tempest the Lord answered Job, saying this: ""Have you commanded the morning since your days began,",weekday_direct,100,match_exact
standard,Ordinary Time/26/Friday/II,459,gospel,Luke 10:13-16,"At that time, “Woe to you, Chorazin!","Jesus said to the seventy disciples: ""Woe to you, Chorazin!",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/26/Saturday/I,460,first_reading,"Bar 4:5-12, 27-29","5. Take courage, my people,","Take courage, my people,",weekday_direct,100,match_exact
standard,Ordinary Time/26/Saturday/I,460,gospel,Luke 10:17-24,"17. The seventy disciples returned with joy, saying,","The seventy disciples returned with joy, saying,",weekday_direct,100,match_exact
standard,Ordinary Time/26/Saturday/II,460,first_reading,"Job 42:1-3, 5-6, 12-13, 15-17","Job answered: Take courage, my people,",Job made this response to the words of the Lord:,weekday_direct,100,substantive_mismatch
standard,Ordinary Time/26/Saturday/II,460,gospel,Luke 10:17-24,"17. The seventy disciples returned with joy, saying,","The seventy disciples returned with joy, saying,",weekday_direct,100,match_exact
standard,Ordinary Time/27/Sunday/A,,first_reading,Isa 5:1-7,Thus says the LORD: Let me sing for my beloved a love song concerning his vineyard: My beloved had a vineyard on a very fertile hill.,"LET me now sing of my friend, my friend's song concerning his vineyard.",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/27/Sunday/A,,gospel,Matt 21:33-43,"At that time: ""Hear another parable. There was a householder who planted a vineyard, and set a hedge around it, and dug a wine press in it, and built a tower, and let it out to tenants, and went into another country.34  When the season of fruit drew near, he sent his servants to the tenants, to get his fruit;",JESUS said to the chief priests and the elders of the people:,sunday_column_right,100,substantive_mismatch
standard,Ordinary Time/27/Sunday/B,,first_reading,Gen 2:18-24,"In the beginning: The LORD God said, ""It is not good that the man should be alone; I will make him a helper fit for him.""","THE LORD God said: ""It is not good for the man to be alone. I will make a suitable partner for him.""",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/27/Sunday/B,,gospel,Mark 10:2-16,"At that time: Pharisees came up and in order to test him asked, ""Is it lawful for a man to divorce his wife?""",,,0,no_authoritative_source
standard,Ordinary Time/27/Sunday/C,,first_reading,Hab 1:2-3; 2:2-4,"Thus says the LORD: O LORD, how long shall I cry for help, and thou wilt not hear? Or cry to thee ""Violence!"" and thou wilt not save?",,,0,no_authoritative_source
standard,Ordinary Time/27/Sunday/C,,gospel,Luke 17:5-10,"At that time: The apostles said to the Lord, ""Increase our faith!""","THE apostles said to the Lord, ""Increase our faith.""",sunday_column_right,100,temporal_prefix_mismatch
standard,Ordinary Time/27/Monday/II,461,first_reading,Galatians 1:6-12,"The word of the Lord came to Jonah son of Amittai, saying,",I am astonished that you are so quickly deserting,weekday_direct,100,substantive_mismatch
standard,Ordinary Time/27/Monday/II,461,gospel,Luke 10:25-37,25. A lawyer stood up to test Jesus.,A lawyer stood up to test Jesus.,weekday_direct,100,match_exact
standard,Ordinary Time/27/Tuesday/I,462,first_reading,Jonah 3:1-10,"The word of the Lord came to Jonah at second time, saying:","The word of the Lord came to Jonah at second time, saying:",weekday_direct,100,match_exact
standard,Ordinary Time/27/Tuesday/I,462,gospel,Luke 10:38-42,"At that time, Jesus entered a certain village,",JESUS entered a village,sunday_column_right,100,substantive_mismatch
standard,Ordinary Time/27/Tuesday/II,462,first_reading,Galatians 1:13-24,"The word of the Lord came to Jonah a second time, saying,","My brothers and sisters: You have heard, no doubt, of my earlier life in Judaism.",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/27/Tuesday/II,462,gospel,Luke 10:38-42,"At that time, Jesus entered a certain village,",JESUS entered a village,sunday_column_right,100,substantive_mismatch
standard,Ordinary Time/27/Wednesday/I,463,first_reading,Jonah 4:1-11,"1. After Nineveh was spared,","After Nineveh was spared,",weekday_direct,100,match_exact
standard,Ordinary Time/27/Wednesday/I,463,gospel,Luke 11:1-4,"1. Jesus was praying in a certain place,","Jesus was praying in a certain place,",weekday_direct,100,match_exact
standard,Ordinary Time/27/Wednesday/II,463,first_reading,"Galatians 2:1-2, 7-14","1. After Nineveh was spared,","Fourteen years after I visited Syria and Cilicia,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/27/Wednesday/II,463,gospel,Luke 11:1-4,"1. Jesus was praying in a certain place,","Jesus was praying in a certain place,",weekday_direct,100,match_exact
standard,Ordinary Time/27/Thursday/I,464,first_reading,Mal 3:13 – 4.2,Reading text unavailable for Mal 3:13 – 4.2.,"You have spoken harsh words against me, says the Lord.",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/27/Thursday/I,464,gospel,Luke 11:5-13,"Jesus said to the disciples,","Jesus said to the disciples,",weekday_direct,100,match_exact
standard,Ordinary Time/27/Friday/I,465,first_reading,Joel 1:13-15; 2.1-2,"Thus says the LORD: Put on sackcloth and lament, you priests;",,,0,no_authoritative_source
standard,Ordinary Time/27/Friday/I,465,gospel,Luke 11:15-26,"At that time, “He casts out demons by Beelzebul, the ruler of the demons.”","After Jesus had cast out a demon, some of the people said, ""He casts out demons by Beelzebul, the ruler of the demons.""",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/27/Friday/II,465,first_reading,Galatians 3:6-14,6. The word of the Lord that came to Joel:,"Just as Abraham ""believed God,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/27/Friday/II,465,gospel,Luke 11:15-26,"At that time, “He casts out demons by Beelzebul, the ruler of the demons.”","After Jesus had cast out a demon, some of the people said, ""He casts out demons by Beelzebul, the ruler of the demons.""",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/27/Saturday/I,466,first_reading,Joel 3:12-21,"Thus says the LORD: Let the nations rouse themselves,","Thus says the Lord: Let the nations rouse themselves,",weekday_direct,100,match_exact
standard,Ordinary Time/27/Saturday/I,466,gospel,Luke 11:27-28,"At that time, While Jesus was speaking to the people,","While Jesus was speaking to the people,",weekday_direct,100,temporal_prefix_mismatch
standard,Ordinary Time/27/Saturday/II,466,first_reading,Galatians 3:22-29,"22. Let the nations rouse themselves,","The scripture has imprisoned all things under the power of sin,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/27/Saturday/II,466,gospel,Luke 11:27-28,"At that time, While Jesus was speaking to the people,","While Jesus was speaking to the people,",weekday_direct,100,temporal_prefix_mismatch
standard,Ordinary Time/28/Sunday/A,,first_reading,Isa 25:6-10a,"Thus says the LORD: On this mountain the LORD of hosts will make for all peoples a feast of fat things, a feast of wine on the lees, of fat things full of marrow, of wine on the lees well refined.",On this mountain the Lord of hosts will make for all peoples,weekday_direct,100,substantive_mismatch
standard,Ordinary Time/28/Sunday/A,,gospel,Matt 22:1-14,"At that time: Again Jesus spoke to them in parables, saying,",Once more Jesus spoke to the chief priests,weekday_direct,100,substantive_mismatch
standard,Ordinary Time/28/Sunday/B,,first_reading,Wis 7:7-11,"Wisdom has been given to us: I prayed, and understanding was given me;","I PRAYED, and prudence was given me; I pleaded, and the spirit of wisdom came to me.",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/28/Sunday/B,,gospel,Mark 10:17-30,"At that time: As he was setting out on his journey, a man ran up and knelt before him, and asked him, ""Good Teacher, what must I do to inherit eternal life?""",,,0,no_authoritative_source
standard,Ordinary Time/28/Sunday/C,,first_reading,2 Kgs 5:14-17,"In those days: He went down and dipped himself seven times in the Jordan, according to the word of the man of God; and his flesh was restored like the flesh of a little child, and he was clean.","NAAMAN went down and plunged into the Jordan seven times at the word of Elisha, the man of God.",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/28/Sunday/C,,gospel,Luke 17:11-19,At that time: On the way to Jerusalem he was passing along between Samaria and Galilee.,"On the way to Jerusalem,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/28/Monday/I,467,first_reading,Rom 1:1-7,"1. From Paul, a servant of Jesus Christ,","From Paul, a servant of Jesus Christ,",weekday_direct,100,match_exact
standard,Ordinary Time/28/Monday/I,467,gospel,Luke 11:29-32,"29. When the crowds were increasing, Jesus began to say,","When the crowds were increasing, Jesus began to say,",weekday_direct,100,match_exact
standard,Ordinary Time/28/Monday/II,467,first_reading,"Galatians 4:22-24, 26-27, 31 – 5.1","22. From Paul, a servant of Jesus Christ,","It is written that Abraham had two sons,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/28/Monday/II,467,gospel,Luke 11:29-32,"29. When the crowds were increasing, Jesus began to say,","When the crowds were increasing, Jesus began to say,",weekday_direct,100,match_exact
standard,Ordinary Time/28/Monday/II,473,first_reading,Job 1:6-22,"Job answered: No distrust made Abraham waver concerning the promise of God,","One day the heavenly beings came to present themselves before the Lord,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/28/Monday/II,473,gospel,Luke 9:46-50,"At that time, Someone in the crowd said to Jesus,",An argument arose among the disciples,weekday_direct,100,substantive_mismatch
standard,Ordinary Time/28/Tuesday/I,468,first_reading,Rom 1:16-25,16. I am not ashamed of the gospel;,I am not ashamed of the gospel;,weekday_direct,100,match_exact
standard,Ordinary Time/28/Tuesday/I,468,gospel,Luke 11:37-41,"37. While Jesus was speaking to the crowds,","While Jesus was speaking to the crowds,",weekday_direct,100,match_exact
standard,Ordinary Time/28/Tuesday/II,468,first_reading,Galatians 5:1-6,1. I am not ashamed of the gospel;,"My brothers and sisters, for freedom Christ has set us free.",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/28/Tuesday/II,468,gospel,Luke 11:37-41,"37. While Jesus was speaking to the crowds,","While Jesus was speaking to the crowds,",weekday_direct,100,match_exact
standard,Ordinary Time/28/Wednesday/I,469,first_reading,Rom 2:1-11,"1. You have no excuse, whoever you are,","You have no excuse, whoever you are,",weekday_direct,100,match_exact
standard,Ordinary Time/28/Wednesday/I,469,gospel,Luke 11:42-46,"At that time, “Woe to you Pharisees!","The Pharisee, who had invited Jesus to dinner, was amazed to see that Jesus did not first wash before eating. Then the Lord said to him, ""Woe to you Pharisees!",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/28/Wednesday/II,469,first_reading,Galatians 5:18-25,"18. You have no excuse, whoever you are,","If you are led by the Spirit, you are not subject to the law.",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/28/Wednesday/II,469,gospel,Luke 11:42-46,"At that time, “Woe to you Pharisees!","The Pharisee, who had invited Jesus to dinner, was amazed to see that Jesus did not first wash before eating. Then the Lord said to him, ""Woe to you Pharisees!",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/28/Thursday/I,470,first_reading,Rom 3:21-30,"21. Now, apart from law,","Now, apart from law,",weekday_direct,100,match_exact
standard,Ordinary Time/28/Thursday/I,470,gospel,Luke 11:47-54,"At that time, “Woe to you!","Jesus said to a lawyer who was at table with him: ""Woe to you!",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/28/Thursday/II,470,first_reading,Ephesians 1:1-10,"1. Apart from law,","From Paul, an apostle of Christ Jesus by the will of God:",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/28/Thursday/II,470,gospel,Luke 11:47-54,"At that time, “Woe to you!","Jesus said to a lawyer who was at table with him: ""Woe to you!",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/28/Friday/I,471,first_reading,Rom 4:1-8,"1. What are we to say was gained by Abraham,","What are we to say was gained by Abraham,",weekday_direct,100,match_exact
standard,Ordinary Time/28/Friday/I,471,gospel,Luke 12:1-7,"1. When the crowd had gathered by the thousands,","When the crowd had gathered by the thousands,",weekday_direct,100,match_exact
standard,Ordinary Time/28/Friday/II,471,first_reading,Ephesians 1:11-14,"11. What are we to say was gained by Abraham,","In Christ we have obtained an inheritance,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/28/Friday/II,471,gospel,Luke 12:1-7,"1. When the crowd had gathered by the thousands,","When the crowd had gathered by the thousands,",weekday_direct,100,match_exact
standard,Ordinary Time/28/Saturday/I,472,first_reading,"Rom 4:13, 16-18",13. The promise that he would inherit the world,The promise that he would inherit the world,weekday_direct,100,match_exact
standard,Ordinary Time/28/Saturday/I,472,gospel,Luke 12:8-12,"At that time, “I tell you,","Jesus said to his disciples: ""I tell you,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/28/Saturday/II,472,first_reading,Ephesians 1:15-23,15. The promise that he would inherit the world,I have heard of your faith in the Lord Jesus,weekday_direct,100,substantive_mismatch
standard,Ordinary Time/28/Saturday/II,472,gospel,Luke 12:8-12,"At that time, “I tell you,","Jesus said to his disciples: ""I tell you,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/29/Sunday/A,,first_reading,"Isa 45:1, 4-6","1. Thus says the LORD to his anointed, to Cyrus, whose right hand I have grasped, to subdue nations before him and ungird the loins of kings, to open doors before him that gates may not be closed:","THUS says the LORD to his anointed, Cyrus, whose right hand I grasp,",sunday_column_left,100,match_paraphrase
standard,Ordinary Time/29/Sunday/A,,gospel,Matt 22:15-21,At that time: The Pharisees went and took counsel how to entangle him in his talk.,THE Pharisees went off,sunday_column_right,100,substantive_mismatch
standard,Ordinary Time/29/Sunday/B,,first_reading,Isa 53:10-11,"Thus says the LORD: Yet it was the will of the LORD to bruise him; he has put him to grief;  when he makes himself an offering for sin, he shall see his offspring, he shall prolong his days; the will of the LORD shall prosper in his hand;",THE LORD was pleased to crush him in infirmity.,sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/29/Sunday/B,,gospel,Mark 10:35-45,"At that time: James and John, the sons of Zebedee, came forward to him, and said to him, ""Teacher, we want you to do for us whatever we ask of you.""",,,0,no_authoritative_source
standard,Ordinary Time/29/Sunday/C,,first_reading,Exod 17:8-13,In those days: Came Amalek and fought with Israel at Rephidim.,"IN those days, Amalek came and waged war against Israel. Moses, therefore, said to Joshua,",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/29/Sunday/C,,gospel,Luke 18:1-8,"At that time: He told them a parable, to the effect that they ought always to pray and not lose heart.",Jesus told his disciples a parable about their need to pray always,weekday_direct,100,substantive_mismatch
standard,Ordinary Time/29/Tuesday/I,474,first_reading,"Rom 5:12, 15b, 17-21","12. Just as sin came into the world through one man,","Just as sin came into the world through one man,",weekday_direct,100,match_exact
standard,Ordinary Time/29/Tuesday/I,474,gospel,Luke 12:35-38,"At that time, “Be dressed for action and have your lamps lit;","Jesus said to the disciples: ""Be dressed for action and have your lamps lit;",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/29/Tuesday/II,474,first_reading,Ephesians 2:12-22,"12. Just as sin came into the world through one man,","Brothers and sisters, as Gentiles by birth, remember that you were at that time without Christ,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/29/Tuesday/II,474,gospel,Luke 12:35-38,"At that time, “Be dressed for action and have your lamps lit;","Jesus said to the disciples: ""Be dressed for action and have your lamps lit;",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/29/Wednesday/I,475,first_reading,Rom 6:12-18,"12. Do not let sin exercise dominion in your mortal bodies,","Do not let sin exercise dominion in your mortal bodies,",weekday_direct,100,match_exact
standard,Ordinary Time/29/Wednesday/I,475,gospel,Luke 12:39-48,"At that time, “Know this:","Jesus said to the disciples: ""Know this:",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/29/Thursday/I,476,first_reading,Rom 6:19-23,Brothers and sisters: I am speaking in human terms because of your natural limitations.,Brothers and sisters: I am speaking in human terms because of your natural limitations.,weekday_direct,100,match_exact
standard,Ordinary Time/29/Thursday/I,476,gospel,Luke 12:49-53,"At that time, “I came to bring fire to the earth,","Jesus said to the disciples, ""I came to bring fire to the earth,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/29/Thursday/II,476,first_reading,Ephesians 3:13-21,13. I am speaking in human terms because of your natural limitations.,I pray that you may not lose heart over my sufferings for you;,weekday_direct,100,substantive_mismatch
standard,Ordinary Time/29/Thursday/II,476,gospel,Luke 12:49-53,"At that time, “I came to bring fire to the earth,","Jesus said to the disciples, ""I came to bring fire to the earth,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/29/Friday/I,477,first_reading,Rom 7:18-25a,"18. I know that nothing good dwells within me,","I know that nothing good dwells within me,",weekday_direct,100,match_exact
standard,Ordinary Time/29/Friday/I,477,gospel,Luke 12:54-59,Jesus said to the crowds,"Jesus said to the crowds,",weekday_direct,100,match_exact
standard,Ordinary Time/29/Friday/II,477,first_reading,Ephesians 4:1-6,"1. I know that nothing good dwells within me,","I, the prisoner in the Lord,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/29/Friday/II,477,gospel,Luke 12:54-59,Jesus said to the crowds,"Jesus said to the crowds,",weekday_direct,100,match_exact
standard,Ordinary Time/29/Saturday/I,478,first_reading,Rev 7:1-14,"1. I, John, saw: There is no condemnation for those who are in Christ Jesus.",,,0,no_authoritative_source
standard,Ordinary Time/29/Saturday/I,478,gospel,Matt 5:1-12,"1. When Jesus saw the crowds, he went up the mountain;","When Jesus saw the crowds, he went up the mountain;",weekday_direct,100,match_exact
standard,Ordinary Time/29/Saturday/II,478,first_reading,Gal 3:22-29,"22. The scripture has imprisoned all things under the power of sin,","The scripture has imprisoned all things under the power of sin,",weekday_direct,100,match_exact
standard,Ordinary Time/29/Saturday/II,478,gospel,Luke 11:27-28,"At that time, Some of those present told him about the Galileans","While Jesus was speaking to the people,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/30/Sunday/A,,first_reading,Exod 22:20-26,"In those days: ""Whoever sacrifices to any god, save to the LORD only, shall be utterly destroyed.","THUS says the Lord: ""You shall not molest or oppress an alien,",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/30/Sunday/A,,gospel,Matt 22:34-40,"At that time: When the Pharisees heard that he had silenced the Sadducees, they came together.","When the Pharisees heard that Jesus had silenced the Sadducees,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/30/Sunday/B,,first_reading,Jer 31:7-9,"7. For thus says the LORD: ""Sing aloud with gladness for Jacob, and raise shouts for the chief of the nations; proclaim, give praise, and  say, 'The LORD has saved his people, the remnant of Israel.'","THUS says the LORD: Shout with joy for Jacob,",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/30/Sunday/B,,gospel,Mark 10:46-52,"At that time: They came to Jericho; and as he was leaving Jericho with his disciples and a great multitude, Bartimaeus, a blind beggar, the son of Timaeus, was sitting by the roadside.",Jesus and his disciples came to Jericho.,weekday_direct,100,substantive_mismatch
standard,Ordinary Time/30/Sunday/C,,first_reading,"Sir 35:12-14, 16-18","My son: Do not offer him a bribe, for he will not accept it;and do not trust to an unrighteous sacrifice;for the Lord is the judge, and with him is no partiality.","THE LORD is a God of justice, who knows no favorites.",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/30/Sunday/C,,gospel,Luke 18:9-14,At that time: He also told this parable to some who trusted in themselves that they were righteous and despised others:,Jesus told this parable,weekday_direct,100,substantive_mismatch
standard,Ordinary Time/30/Monday/I,479,first_reading,Rom 8:11-17,"11. If the Spirit of God who raised Jesus from the dead dwells in you,","If the Spirit of God who raised Jesus from the dead dwells in you,",weekday_direct,100,match_exact
standard,Ordinary Time/30/Monday/I,479,gospel,Luke 13:10-17,"10. Jesus was teaching in one of the synagogues on the sabbath,","Jesus was teaching in one of the synagogues on the sabbath,",weekday_direct,100,match_exact
standard,Ordinary Time/30/Monday/II,479,first_reading,Ephesians 4:32 – 5.8,Reading text unavailable for Ephesians 4:32 – 5.8.,"My brothers and sisters, be kind to one another, tenderhearted,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/30/Monday/II,479,gospel,Luke 13:10-17,"10. Jesus was teaching in one of the synagogues on the sabbath,","Jesus was teaching in one of the synagogues on the sabbath,",weekday_direct,100,match_exact
standard,Ordinary Time/30/Tuesday/I,480,first_reading,Rom 8:18-25,18. I consider that the sufferings of this present time,I consider that the sufferings of this present time,weekday_direct,100,match_exact
