source,day_label,lect_num,type,reference,csv_incipit,derived_incipit,db_first_verse,rendered_first_line,problems
standard,Ordinary Time/16/Sunday/A,,first_reading,"Wis 12:13, 16-19",,Wisdom has been given to us:,"For neither is there any god besides thee,","Wisdom has been given to us: Neither is there any god besides thee,",
standard,Ordinary Time/16/Sunday/A,,gospel,Matt 13:24-43,,"At that time,","Another parable he put before them, saying, ""The kingdom of heaven may be compared to a man who sowed good seed in his field;","At that time: Another parable he put before them, saying, ""The kingdom of heaven may be compared to a man who sowed good seed in his field;",
standard,Ordinary Time/16/Sunday/B,,first_reading,Jer 23:1-6,,Thus says the LORD:,"""Woe to the shepherds who destroy and scatter the sheep of my  pasture!"" says the LORD.","Thus says the LORD: ""Woe to the shepherds who destroy and scatter the sheep of my  pasture!"" says the LORD.",
standard,Ordinary Time/16/Sunday/B,,gospel,Mark 6:30-34,,"At that time,","The apostles returned to Jesus, and told him all that they had done and taught.","At that time: The apostles returned to Jesus, and told him all that they had done and taught.",
standard,Ordinary Time/16/Sunday/C,,first_reading,Gen 18:1-10a,,"In the beginning,","And the LORD appeared to him by the oaks of Mamre, as he sat at the door of his tent in the heat of the day.","In the beginning: The LORD appeared to him by the oaks of Mamre, as he sat at the door of his tent in the heat of the day.",
standard,Ordinary Time/16/Sunday/C,,gospel,Luke 10:38-42,,"At that time,","Now as they went on their way, he entered a village; and a woman named Martha received him into her house.","At that time: As they went on their way, he entered a village; and a woman named Martha received him into her house.",
standard,Ordinary Time/16/Monday/II,395,first_reading,"Mic 6:1-4, 6-8",Hear what the Lord says:,Thus says the LORD:,"Hear what the LORD says: Arise, plead your case before the mountains, and let the hills hear your voice.",1. Hear what the Lord says:,
standard,Ordinary Time/16/Monday/II,395,gospel,Matt 12:38-42,"Some of the scribes and Pharisees said to Jesus,","At that time,","Then some of the scribes and Pharisees said to him, ""Teacher, we wish to see a sign from you.""","Some of the scribes and Pharisees said to Jesus,",
standard,Ordinary Time/16/Tuesday/I,396,first_reading,"Exod 14:21 – 15.1, 20-21","The Israelites were encamped at the edge of the sea; Pharoah, King of Egypt, and his army pursued them, so as to enslave them once again. Then Moses stretched out his hand over the sea.","In those days,","Then Moses stretched out his hand over the sea; and the LORD drove the sea back by a strong east wind all night, and made the sea dry land, and the waters were divided.","20. The Israelites were encamped at the edge of the sea; Pharoah, King of Egypt, and his army pursued them, so as to enslave them once again. Then Moses stretched out his hand over the sea.",verse_number_in_rendered
standard,Ordinary Time/16/Tuesday/I,396,gospel,"Matt 12:46, 48-50","While Jesus was still speaking to the crowds,","At that time,","While he was still speaking to the people, behold, his mother and his brethren stood outside, asking to speak to him.","46. While Jesus was still speaking to the crowds,",raw_verse_conjunction:while; verse_number_in_rendered
standard,Ordinary Time/16/Tuesday/II,396,first_reading,"Mic 7:14-15, 18-20","Micah prayed to the Lord in these words: ""Shepherd your people with your staff,",Thus says the LORD:,"Shepherd thy people with thy staff, the flock of thy inheritance, who dwell alone in a forest in the midst of a garden land; let them feed in Bashan and Gilead as in the days of old.","14. Micah prayed to the Lord in these words: ""Shepherd your people with your staff,",verse_number_in_rendered
standard,Ordinary Time/16/Tuesday/II,396,gospel,"Matt 12:46, 48-50","While Jesus was still speaking to the crowds,","At that time,","While he was still speaking to the people, behold, his mother and his brethren stood outside, asking to speak to him.","46. While Jesus was still speaking to the crowds,",raw_verse_conjunction:while; verse_number_in_rendered
standard,Ordinary Time/16/Wednesday/I,397,first_reading,"Exod 16:1-5, 9-15",The whole congregation of the Israelites set out from Elim;,"In those days,","They set out from Elim, and all the congregation of the people of Israel came to the wilderness of Sin, which is between Elim and Sinai, on the fifteenth day of the second month after they had departed from the land of Egypt.",1. The whole congregation of the Israelites set out from Elim;,
standard,Ordinary Time/16/Wednesday/I,397,gospel,Matt 13:1-9,One day Jesus went out of the house and sat beside the sea.,"At that time,",That same day Jesus went out of the house and sat beside the sea.,1. One day Jesus went out of the house and sat beside the sea.,
standard,Ordinary Time/16/Wednesday/II,397,first_reading,"Jer 1:1, 4-10","The words of Jeremiah son of Hilkiah,",Thus says the LORD:,"The words of Jeremiah, the son of Hilkiah, of the priests who were in Anathoth in the land of Benjamin,","1. The words of Jeremiah son of Hilkiah,",
standard,Ordinary Time/16/Wednesday/II,397,gospel,Matt 13:1-9,One day Jesus went out of the house and sat beside the sea.,"At that time,",That same day Jesus went out of the house and sat beside the sea.,1. One day Jesus went out of the house and sat beside the sea.,
standard,Ordinary Time/16/Thursday/II,398,first_reading,"Jer 2:1-3, 7-8, 12-13","The word of the Lord came to me, saying:",Thus says the LORD:,"The word of the LORD came to me, saying,","The word of the Lord came to me, saying:",
standard,Ordinary Time/16/Thursday/II,398,gospel,Matt 13:10-17,"The disciples came and asked Jesus,","At that time,","Then the disciples came and said to him, ""Why do you speak to them in parables?""","10. The disciples came and asked Jesus,",verse_number_in_rendered
standard,Ordinary Time/16/Friday/I,399,first_reading,Exod 20:1-17,The Lord descended upon Mount Sinai and summoned Moses to the top of the mountain. Then God spoke all these words:,"In those days,","And God spoke all these words, saying,",1. The Lord descended upon Mount Sinai and summoned Moses to the top of the mountain. Then God spoke all these words:,
standard,Ordinary Time/16/Friday/I,399,gospel,Matt 13:18-23,"Jesus said to his disciples: ""Hear then the parable of the sower.","At that time,","""Hear then the parable of the sower.","Jesus said to his disciples, ""Hear then the parable of the sower.",
standard,Ordinary Time/16/Saturday/I,400,first_reading,"Lev 25:1, 8-17","The Lord spoke to Moses on Mount Sinai, saying:",The LORD said to Moses:,"The LORD said to Moses on Mount Sinai,","The Lord spoke to Moses on Mount Sinai, saying:",
standard,Ordinary Time/16/Saturday/I,400,gospel,Matt 14:1-12,Herod the ruler heard reports about Jesus;,"At that time,",At that time Herod the tetrarch heard about the fame of Jesus;,1. Herod the ruler heard reports about Jesus;,
standard,Ordinary Time/16/Saturday/II,400,first_reading,Isa 6:1-8,"In the year that King Uzziah died,",Thus says the LORD:,"In the year that King Uzziah died I saw the Lord sitting upon a throne, high and lifted up; and his train filled the temple.","1. In the year that King Uzziah died,",
standard,Ordinary Time/16/Saturday/II,400,gospel,Matt 10:24-33,"Jesus said to his disciples: ""A disciple is not above the teacher,","At that time,","""A disciple is not above his teacher, nor a servant  above his master;","Jesus said to his disciples, ""A disciple is not above the teacher,",
standard,Ordinary Time/17/Sunday/A,,first_reading,"1 Kgs 3:5, 7-12",,"In those days,","At Gibeon the LORD appeared to Solomon in a dream by night; and God said, ""Ask what I shall give you.""","In those days: At Gibeon the LORD appeared to Solomon in a dream by night; and God said, ""Ask what I shall give you.""",
standard,Ordinary Time/17/Sunday/A,,gospel,Luke 13:44-52,,"At that time,",[VERSE_NOT_FOUND],Reading text unavailable for Luke 13:44-52.,text_unavailable
standard,Ordinary Time/17/Sunday/B,,first_reading,2 Kgs 4:42-44,,"In those days,","A man came from Baal-shalishah, bringing the man of God bread of the first fruits, twenty loaves of barley, and fresh ears of grain in his sack. And Elisha said, ""Give to the men, that they may eat.""","In those days: A man came from Baal-shalishah, bringing the man of God bread of the first fruits, twenty loaves of barley, and fresh ears of grain in his sack. And Elisha said, ""Give to the men, that they may eat.""",
standard,Ordinary Time/17/Sunday/B,,gospel,John 6:1-15,,"At that time,","After this Jesus went to the other side of the Sea of Galilee, which is the Sea of Tiberi-as.","At that time: After this Jesus went to the other side of the Sea of Galilee, which is the Sea of Tiberi-as.",
standard,Ordinary Time/17/Sunday/C,,first_reading,Gen 18:20-32,,"In the beginning,","Then the LORD said, ""Because the outcry against Sodom and Gomorrah is great and their sin is very grave,","In the beginning: The LORD said, ""Because the outcry against Sodom and Gomorrah is great and their sin is very grave,",
standard,Ordinary Time/17/Sunday/C,,gospel,Luke 11:1-13,,"At that time,","He was praying in a certain place, and when he ceased, one of his disciples said to him, ""Lord, teach us to pray, as John taught his disciples.""","1. He was praying in a certain place, and when he ceased, one of his disciples said to him, ""Lord, teach us to pray, as John taught his disciples.""",raw_verse_pronoun:he
standard,Ordinary Time/17/Monday/I,401,first_reading,"Exod 32:15-24, 30-34","When God finished speaking with Moses on Mount Sinai he gave him the two tablets of the covenant. Then Moses turned and went down from the mountain,","In those days,","And Moses turned, and went down from the mountain with the two tables of the testimony in his hands, tables that were written on both sides; on the one side and on the other were they written.","15. When God finished speaking with Moses on Mount Sinai he gave him the two tablets of the covenant. Then Moses turned and went down from the mountain,",verse_number_in_rendered
standard,Ordinary Time/17/Monday/I,401,gospel,Matt 13:31-35,Jesus put before the people another parable:,"At that time,","Another parable he put before them, saying, ""The kingdom of heaven is like a grain of mustard seed which a man took and sowed in his field;",31. Jesus put before the people another parable:,verse_number_in_rendered
standard,Ordinary Time/17/Tuesday/I,402,first_reading,"Exod 33:7-11; 34.4b-9, 28","Whenever the Israelites made camp throughout their journey to the land promised by the Lord, Moses used to take the tent","In those days,","Now Moses used to take the tent and pitch it outside the camp, far off from the camp; and he called it the tent of meeting. And every one who sought the LORD would go out to the tent of meeting, which was outside the camp.","7. Whenever the Israelites made camp throughout their journey to the land promised by the Lord, Moses used to take the tent",verse_number_in_rendered
standard,Ordinary Time/17/Tuesday/I,402,gospel,Matt 13:36-43,Jesus left the crowds and went into the house.,"At that time,","Then he left the crowds and went into the house. And his disciples came to him, saying, ""Explain to us the parable of the weeds of the field.""",36. Jesus left the crowds and went into the house.,verse_number_in_rendered
standard,Ordinary Time/17/Tuesday/II,402,first_reading,Jer 14:17-22,"The Lord said to me, You shall say to the people this word:",Thus says the LORD:,"""You shall say to them this word: 'Let my eyes run down with tears night and day, and let them not cease, for the virgin daughter of my people is smitten with a great wound, with a very grievous blow.","The Lord said to me, You shall say to the people this word:",
standard,Ordinary Time/17/Tuesday/II,402,gospel,Matt 13:36-43,Jesus left the crowds and went into the house.,"At that time,","Then he left the crowds and went into the house. And his disciples came to him, saying, ""Explain to us the parable of the weeds of the field.""",36. Jesus left the crowds and went into the house.,verse_number_in_rendered
standard,Ordinary Time/17/Wednesday/I,403,first_reading,Exod 34:29-35,Moses came down from Mount Sinai.,"In those days,","When Moses came down from Mount Sinai, with the two tables of the testimony in his hand as he came down from the mountain, Moses did not know that the skin of his face shone because he had been talking with God.",29. Moses came down from Mount Sinai.,verse_number_in_rendered
standard,Ordinary Time/17/Wednesday/I,403,gospel,Matt 13:44-46,"Jesus said to the crowds: ""The kingdom of heaven is like treasure hidden in a field,","At that time,","""The kingdom of heaven is like treasure hidden in a field, which a man found and covered up; then in his joy he goes and sells all that he has and buys that field.","Jesus said to the crowds, ""The kingdom of heaven is like treasure hidden in a field,",
standard,Ordinary Time/17/Wednesday/II,403,first_reading,"Jer 15:10, 16-21","Jeremiah cried out to the Lord: Woe is me, my mother, that you ever bore me,",Thus says the LORD:,"Woe is me, my mother, that you bore me, a man of strife and  contention to the whole land! I have not lent, nor have I borrowed, yet  all of them curse me.","10. Jeremiah cried out to the Lord: Woe is me, my mother, that you ever bore me,",verse_number_in_rendered
standard,Ordinary Time/17/Wednesday/II,403,gospel,Matt 13:44-46,"Jesus said to the crowds: ""The kingdom of heaven is like treasure hidden in a field,","At that time,","""The kingdom of heaven is like treasure hidden in a field, which a man found and covered up; then in his joy he goes and sells all that he has and buys that field.","Jesus said to the crowds, ""The kingdom of heaven is like treasure hidden in a field,",
standard,Ordinary Time/17/Thursday/I,404,first_reading,"Exod 40:16-21, 34-38",Moses did everything just as the Lord had commanded him.,"In those days,","Thus did Moses; according to all that the LORD commanded him, so he did.",16. Moses did everything just as the Lord had commanded him.,verse_number_in_rendered
standard,Ordinary Time/17/Thursday/I,404,gospel,Matt 13:47-52,"Jesus said to the crowds: ""The kingdom of heaven is like a net that was thrown into the sea","At that time,","""Again, the kingdom of heaven is like a net which was thrown into the sea and gathered fish of every kind;","Jesus said to the crowds, ""The kingdom of heaven is like a net that was thrown into the sea",
standard,Ordinary Time/17/Thursday/II,404,first_reading,Jer 18:1-6,The word that came to Jeremiah from the Lord:,Thus says the LORD:,The word that came to Jeremiah from the LORD:,1. The word that came to Jeremiah from the Lord:,
standard,Ordinary Time/17/Thursday/II,404,gospel,Matt 13:47-52,"Jesus said to the crowds: ""The kingdom of heaven is like a net that was thrown into the sea","At that time,","""Again, the kingdom of heaven is like a net which was thrown into the sea and gathered fish of every kind;","Jesus said to the crowds, ""The kingdom of heaven is like a net that was thrown into the sea",
standard,Ordinary Time/17/Friday/I,405,first_reading,"Leviticus 23:1, 4-11, 15-16, 27, 34b-37","The Lord spoke to Moses, saying:",,"The LORD said to Moses,","The Lord spoke to Moses, saying:",
standard,Ordinary Time/17/Friday/I,405,gospel,Matt 13:54-58,Jesus came to his hometown,"At that time,","and coming to his own country he taught them in their synagogue, so that they were astonished, and said, ""Where did this man get this wisdom and these mighty works?",54. Jesus came to his hometown,verse_number_in_rendered
standard,Ordinary Time/17/Friday/II,405,first_reading,Jer 26:1-9,At the beginning of the reign of King Jehoiakim,Thus says the LORD:,"In the beginning of the reign of Jehoiakim the son of Josiah, king of Judah, this word came from the LORD,",1. At the beginning of the reign of King Jehoiakim,
standard,Ordinary Time/17/Friday/II,405,gospel,Matt 13:54-58,Jesus came to his hometown,"At that time,","and coming to his own country he taught them in their synagogue, so that they were astonished, and said, ""Where did this man get this wisdom and these mighty works?",54. Jesus came to his hometown,verse_number_in_rendered
standard,Ordinary Time/17/Saturday/I,406,first_reading,Deut 6:4-13,"Moses spoke to the people and said: ""Hear, O Israel: The Lord is our God, the Lord alone.",Moses said to the people:,"""Hear, O Israel: The LORD our God is one LORD;","4. Moses spoke to the people and said: ""Hear, O Israel: The Lord is our God, the Lord alone.",verse_number_in_rendered
standard,Ordinary Time/17/Saturday/I,406,gospel,Matt 17:14-20,"After the transfiguration, Jesus, with Peter, James and John, came down from the mountain. When they came to the crowd,","At that time,","And when they came to the crowd, a man came up to him and kneeling before him said,","14. After the transfiguration, Jesus, with Peter, James and John, came down from the mountain. When they came to the crowd,",verse_number_in_rendered
standard,Ordinary Time/17/Saturday/II,406,first_reading,Mic 2:1-5,The Lord spoke to all the people these words: Alas for those who devise wickedness,Thus says the LORD:,"Woe to those who devise wickedness and work evil upon their beds! When the morning dawns, they perform it, because it is in the power of their hand.",The Lord spoke to all the people these words: Alas for those who devise wickedness,
standard,Ordinary Time/17/Saturday/II,406,gospel,Matt 12:14-21,"The Pharisees went out and conspired against Jesus,","At that time,","But the Pharisees went out and took counsel against him, how to destroy him.","14. The Pharisees went out and conspired against Jesus,",verse_number_in_rendered
standard,Ordinary Time/18/Sunday/A,,first_reading,Isa 55:1-3,,Thus says the LORD:,"""Ho, every one who thirsts, come to the waters; and he who has no money, come, buy and eat! Come, buy wine and milk without money and without price.","Thus says the LORD: ""Ho, every one who thirsts, come to the waters; and he who has no money, come, buy and eat! Come, buy wine and milk without money and without price.",
standard,Ordinary Time/18/Sunday/A,,gospel,Matt 14:13-21,,"At that time,","Now when Jesus heard this, he withdrew from there in a boat to a lonely place apart. But when the crowds heard it, they followed him on foot from the towns.","At that time: When Jesus heard this, he withdrew from there in a boat to a lonely place apart. But when the crowds heard it, they followed him on foot from the towns.",
standard,Ordinary Time/18/Sunday/B,,first_reading,"Exod 16:2-4, 12-15",,"In those days,","And the whole congregation of the people of Israel murmured against Moses and Aaron in the wilderness,","In those days: The whole congregation of the people of Israel murmured against Moses and Aaron in the wilderness,",
standard,Ordinary Time/18/Sunday/B,,gospel,John 6:24-35,,"At that time,","So when the people saw that Jesus was not there, nor his disciples, they themselves got into the boats and went to Caperna-um, seeking Jesus.","At that time: When the people saw that Jesus was not there, nor his disciples, they themselves got into the boats and went to Caperna-um, seeking Jesus.",
standard,Ordinary Time/18/Sunday/C,,first_reading,Eccl 1:2; 2:21-23,,I said to myself:,[BOOK_NOT_FOUND: Eccl],Reading text unavailable for Eccl 1:2; 2:21-23.,text_unavailable
standard,Ordinary Time/18/Sunday/C,,gospel,Luke 12:13-21,,"At that time,","One of the multitude said to him, ""Teacher, bid my brother divide the inheritance with me.""","At that time: One of the multitude said to him, ""Teacher, bid my brother divide the inheritance with me.""",
standard,Ordinary Time/18/Monday/I,407,first_reading,Num 11:4b-15,"As the Israelites marched through the wilderness, they complained. The people wept and said, ""If only we had meat to eat!",The LORD said to Moses:,"Now the rabble that was among them had a strong craving; and the people of Israel also wept again, and said, ""O that we had meat to eat!","4. As the Israelites marched through the wilderness, they complained. The people wept and said, ""If only we had meat to eat!",verse_number_in_rendered
standard,Ordinary Time/18/Monday/I,407,gospel,Matt 14:13-21,"When Jesus heard of the death of John the Baptist,","At that time,","Now when Jesus heard this, he withdrew from there in a boat to a lonely place apart. But when the crowds heard it, they followed him on foot from the towns.","13. When Jesus heard of the death of John the Baptist,",verse_number_in_rendered
standard,Ordinary Time/18/Monday/II,407,first_reading,Jer 28:1-17,"At the beginning of the reign of King Zedekiah of Judah,",Thus says the LORD:,"In that same year, at the beginning of the reign of Zedekiah king of  Judah, in the fifth month of the fourth year, Hananiah the son of Azzur, the prophet from Gibeon, spoke to me in the house of the LORD,  in the presence of the priests and all the people, saying,","1. At the beginning of the reign of King Zedekiah of Judah,",
standard,Ordinary Time/18/Monday/II,407,gospel,Matt 14:13-21,"When Jesus heard of the death of John the Baptist,","At that time,","Now when Jesus heard this, he withdrew from there in a boat to a lonely place apart. But when the crowds heard it, they followed him on foot from the towns.","13. When Jesus heard of the death of John the Baptist,",verse_number_in_rendered
standard,Ordinary Time/18/Tuesday/I,408,first_reading,Num 12:1-13,"While they were at Hazeroth,",The LORD said to Moses:,"Miriam and Aaron spoke against Moses because of the Cushite woman whom he had married, for he had married a Cushite woman;","1. While they were at Hazeroth,",raw_verse_conjunction:while
standard,Ordinary Time/18/Tuesday/I,408,gospel,Matt 14:22-36,"After the crowd had eaten enough,","At that time,","Then he made the disciples get into the boat and go before him to the other side, while he dismissed the crowds.","22. After the crowd had eaten enough,",verse_number_in_rendered
standard,Ordinary Time/18/Tuesday/II,408,first_reading,"Jer 30:1-2, 12-15, 18-22",The word that came to Jeremiah from the Lord:,Thus says the LORD:,The word that came to Jeremiah from the LORD:,1. The word that came to Jeremiah from the Lord:,
standard,Ordinary Time/18/Tuesday/II,408,gospel,Matt 14:22-36,"After the crowd had eaten enough,","At that time,","Then he made the disciples get into the boat and go before him to the other side, while he dismissed the crowds.","22. After the crowd had eaten enough,",verse_number_in_rendered
standard,Ordinary Time/18/Wednesday/I,409,first_reading,"Num 13:1-2, 25-33; 14.1-2b, 26-29, 34-35","One day the Lord spoke to Moses in the desert,",The LORD said to Moses:,"The LORD said to Moses,","1. One day the Lord spoke to Moses in the desert,",
standard,Ordinary Time/18/Wednesday/I,409,gospel,Matt 15:21-28,Jesus went to the district of Tyre and Sidon.,"At that time,",And Jesus went away from there and withdrew to the district of Tyre and Sidon.,21. Jesus went to the district of Tyre and Sidon.,verse_number_in_rendered
standard,Ordinary Time/18/Thursday/I,410,first_reading,Num 20:1-13,"The Israelites, the whole congregation,",The LORD said to Moses:,"And the people of Israel, the whole congregation, came into the wilderness of Zin in the first month, and the people stayed in Kadesh; and Miriam died there, and was buried there.","1. The Israelites, the whole congregation,",
standard,Ordinary Time/18/Thursday/I,410,gospel,Matt 16:13-23,"When Jesus came into the district of Caesarea Philippi,","At that time,","Now when Jesus came into the district of Caesarea Philippi, he asked his disciples, ""Who do men say that the Son of man is?""","13. When Jesus came into the district of Caesarea Philippi,",verse_number_in_rendered
standard,Ordinary Time/18/Thursday/II,410,first_reading,Jer 31:31-34,"The days are surely coming, says the Lord,",Thus says the LORD:,"""Behold, the days are coming, says the LORD, when I will make a new  covenant with the house of Israel and the house of Judah,","31. The days are surely coming, says the Lord,",verse_number_in_rendered
standard,Ordinary Time/18/Thursday/II,410,gospel,Matt 16:13-23,"When Jesus came into the district of Caesarea Philippi,","At that time,","Now when Jesus came into the district of Caesarea Philippi, he asked his disciples, ""Who do men say that the Son of man is?""","13. When Jesus came into the district of Caesarea Philippi,",verse_number_in_rendered
standard,Ordinary Time/18/Friday/I,411,first_reading,Deut 4:32-40,"Moses spoke to the people of Israel and said: ""Ask now about former ages, long before your own,",Moses said to the people:,"""For ask now of the days that are past, which were before you, since the day that God created man upon the earth, and ask from one end of heaven to the other, whether such a great thing as this has ever happened or was ever heard of.","32. Moses spoke to the people of Israel and said: ""Ask now about former ages, long before your own,",verse_number_in_rendered
standard,Ordinary Time/18/Friday/I,411,gospel,Matt 16:24-28,"Jesus told his disciples,","At that time,","Then Jesus told his disciples, ""If any man would come after me, let him deny himself and take up his cross and follow me.","Jesus told his disciples,",
standard,Ordinary Time/18/Saturday/I,412,first_reading,Josh 24:14-29,"Joshua gathered all the tribes of Israel at Shechem, and he spoke to the people and said: ""Revere the Lord,","In those days,","""Now therefore fear the LORD, and serve him in sincerity and in faithfulness; put away the gods which your fathers served beyond the River, and in Egypt, and serve the LORD.","14. Joshua gathered all the tribes of Israel at Shechem, and he spoke to the people and said: ""Revere the Lord,",verse_number_in_rendered
standard,Ordinary Time/18/Saturday/I,412,gospel,Matt 19:13-15,Little children were being brought to Jesus,"At that time,",Then children were brought to him that he might lay his hands on them and pray. The disciples rebuked the people;,13. Little children were being brought to Jesus,verse_number_in_rendered
standard,Ordinary Time/18/Saturday/II,412,first_reading,Jer 7:1-11,The word that came to Jeremiah from the Lord:,Thus says the LORD:,The word that came to Jeremiah from the LORD:,1. The word that came to Jeremiah from the Lord:,
standard,Ordinary Time/18/Saturday/II,412,gospel,Matt 13:24-30,Jesus put before the people another parable:,"At that time,","Another parable he put before them, saying, ""The kingdom of heaven may be compared to a man who sowed good seed in his field;",24. Jesus put before the people another parable:,verse_number_in_rendered
standard,Ordinary Time/19/Sunday/A,"AT the mountain of God, Horeb, Elijah came to a cave where he took shelter.",first_reading,"1 Kgs 19:9a, 11-13a",,"In those days,","And there he came to a cave, and lodged there; and behold, the word of the LORD came to him, and he said to him, ""What are you doing here, Elijah?""",In those days: There he came to a cave,
standard,Ordinary Time/19/Sunday/A,"AT the mountain of God, Horeb, Elijah came to a cave where he took shelter.",gospel,Matt 14:22-33,"AFTER he had fed the people, Jesus made the disciples get into a boat","At that time,","Then he made the disciples get into the boat and go before him to the other side, while he dismissed the crowds.","22. AFTER he had fed the people, Jesus made the disciples get into a boat",verse_number_in_rendered
standard,Ordinary Time/19/Sunday/B,,first_reading,1 Kgs 19:4-8,,"In those days,","But he himself went a day's journey into the wilderness, and came and sat down under a broom tree; and he asked that he might die, saying, ""It is enough; now, O LORD, take away my life; for I am no better than my fathers.""","In those days: He himself went a day's journey into the wilderness, and came and sat down under a broom tree; and he asked that he might die, saying, ""It is enough; now, O LORD, take away my life; for I am no better than my fathers.""",pronoun_after_incipit:he
standard,Ordinary Time/19/Sunday/B,,gospel,John 6:41-51,"THE Jews murmured about Jesus because he said,","At that time,","The Jews then murmured at him, because he said, ""I am the bread which came down from heaven.""","41. THE Jews murmured about Jesus because he said,",verse_number_in_rendered
standard,Ordinary Time/19/Sunday/C,,first_reading,Wis 18:6-9,"THE night of the passover was known beforehand to our fathers, that, with sure knowledge of the oaths in which they put their faith,",Wisdom has been given to us:,"That night was made known beforehand to our fathers,","6. THE night of the passover was known beforehand to our fathers, that, with sure knowledge of the oaths in which they put their faith,",verse_number_in_rendered
standard,Ordinary Time/19/Sunday/C,,gospel,Luke 12:32-48,,"At that time,","""Fear not, little flock, for it is your Father's good pleasure to give you the kingdom.","At that time: ""Fear not, little flock, for it is your Father's good pleasure to give you the kingdom.",
standard,Ordinary Time/19/Monday/I,413,first_reading,Deut 10:12-22,"Moses spoke to the people and said, ""So now, O Israel,",Moses said to the people:,"""And now, Israel, what does the LORD your God require of you, but to fear the LORD your God, to walk in all his ways, to love him, to serve the LORD your God with all your heart and with all your soul,","12. Moses spoke to the people and said, ""So now, O Israel,",verse_number_in_rendered
standard,Ordinary Time/19/Monday/I,413,gospel,Matt 17:22-27,"As the disciples were gathering in Galilee, Jesus said to them,","At that time,","As they were gathering  in Galilee, Jesus said to them, ""The Son of man is to be delivered into the hands of men,","22. As the disciples were gathering in Galilee, Jesus said to them,",verse_number_in_rendered
standard,Ordinary Time/19/Monday/II,413,first_reading,"Ezekiel 1:2-5, 24-28c","Moses spoke to the people and said,",,"On the fifth day of the month (it was the fifth year of the exile of King Jehoiachin),","2. Moses spoke to the people and said,",verse_number_in_rendered
standard,Ordinary Time/19/Monday/II,413,gospel,Matt 17:22-27,"As the disciples were gathering in Galilee, Jesus said to them,","At that time,","As they were gathering  in Galilee, Jesus said to them, ""The Son of man is to be delivered into the hands of men,","22. As the disciples were gathering in Galilee, Jesus said to them,",verse_number_in_rendered
standard,Ordinary Time/19/Tuesday/II,414,first_reading,Ezekiel 2:8 – 3.4,"Thus says the Lord: But you, mortal, hear what I say to you;",,"""But you, son of man, hear what I say to you; be not rebellious like that rebellious house; open your mouth, and eat what I give you.""",Reading text unavailable for Ezekiel 2:8 – 3.4.,text_unavailable
standard,Ordinary Time/19/Tuesday/II,414,gospel,"Matt 18:1-5, 10, 12-14",,"At that time,","At that time the disciples came to Jesus, saying, ""Who is the greatest in the kingdom of heaven?""","1. At that time the disciples came to Jesus, saying, ""Who is the greatest in the kingdom of heaven?""",
standard,Ordinary Time/19/Wednesday/I,415,first_reading,Deut 34:1-12,"Moses went up from the plains of Moab to Mount Nebo,",Moses said to the people:,"And Moses went up from the plains of Moab to Mount Nebo, to the top of Pisgah, which is opposite Jericho. And the LORD showed him all the land, Gilead as far as Dan,","1. Moses went up from the plains of Moab to Mount Nebo,",
standard,Ordinary Time/19/Wednesday/I,415,gospel,Matt 18:15-20,"If your brother sins against you,","At that time,","""If your brother sins against you, go and tell him his fault, between you and him alone. If he listens to you, you have gained your brother.","15. If your brother sins against you,",verse_number_in_rendered
standard,Ordinary Time/19/Wednesday/II,415,first_reading,Ezekiel 9:1-7; 10.18-22,"Moses went up from the plains of Moab to Mount Nebo,",,"Then he cried in my ears with a loud voice, saying, ""Draw near, you executioners of the city, each with his destroying weapon in his hand.""","1. Moses went up from the plains of Moab to Mount Nebo,",
standard,Ordinary Time/19/Wednesday/II,415,gospel,Matt 18:15-20,"If your brother sins against you,","At that time,","""If your brother sins against you, go and tell him his fault, between you and him alone. If he listens to you, you have gained your brother.","15. If your brother sins against you,",verse_number_in_rendered
standard,Ordinary Time/19/Thursday/I,416,first_reading,"Joshua 3:7-10a, 11, 13-17","Early in the morning, Joshua rose and set out with all the Israelites,",,"And the LORD said to Joshua, ""This day I will begin to exalt you in the sight of all Israel, that they may know that, as I was with Moses, so I will be with you.","7. Early in the morning, Joshua rose and set out with all the Israelites,",verse_number_in_rendered
standard,Ordinary Time/19/Thursday/I,416,gospel,Matt 18:21 - 19.1,"Peter came to Jesus and said,","At that time,","Then Peter came up and said to him, ""Lord, how often shall my brother sin against me, and I forgive him? As many as seven times?""",Reading text unavailable for Matt 18:21 - 19.1.,text_unavailable
standard,Ordinary Time/19/Thursday/II,416,first_reading,Ezekiel 12:1-16,"Early in the morning, Joshua rose and set out with all the Israelites,",,The word of the LORD came to me:,"1. Early in the morning, Joshua rose and set out with all the Israelites,",
standard,Ordinary Time/19/Thursday/II,416,gospel,Matt 18:21-35 – 19.1,"Peter came to Jesus and said,","At that time,","Then Peter came up and said to him, ""Lord, how often shall my brother sin against me, and I forgive him? As many as seven times?""",Reading text unavailable for Matt 18:21-35 – 19.1.,text_unavailable
standard,Ordinary Time/19/Friday/I,417,first_reading,Joshua 24:1-13,"Joshua gathered all the tribes of Israel to Shechem,",,"Then Joshua gathered all the tribes of Israel to Shechem, and summoned the elders, the heads, the judges, and the officers of Israel; and they presented themselves before God.","1. Joshua gathered all the tribes of Israel to Shechem,",
