row,season,week,day,weekday_cycle,sunday_cycle,lectionary_number,type,reference,first_verse_text,current_incipit,flag_reason
172,Ordinary Time,3,Sunday,,B,,first_reading,"Jon 3:1-5, 10","Then the word of the LORD came to Jonah the second time, saying,","THE word of the LORD came to Jonah, saying",starts_with_conjunction:then
172,Ordinary Time,3,Sunday,,B,,gospel,Mark 1:14-20,"Now after John was arrested, Jesus came into Galilee, preaching the gospel of God,",AFTER John had been arrested,starts_with_conjunction:now
173,Ordinary Time,3,Sunday,,C,,first_reading,"Neh 8:2-4a, 5-6, 8-10","And Ezra the priest brought the law before the assembly, both men and women and all who could hear with understanding, on the first day of the seventh month.",EZRA the priest brought the law before the assembly,starts_with_conjunction:and
173,Ordinary Time,3,Sunday,,C,,gospel,Luke 1:1-4; 4:14-21,"Inasmuch as many have undertaken to compile a narrative of the things which have been accomplished among us,",SINCE many have undertaken to compile a narrative of the events,
174,Ordinary Time,3,Monday,I,,317,first_reading,"Hebrews 9.15, 24-28","Therefore he is the mediator of a new covenant, so that those who are called may receive the promised eternal inheritance, since a death has occurred which redeems them from the transgressions under the first covenant.",Christ offered himself without blemish to God.,starts_with_conjunction:therefore
174,Ordinary Time,3,Monday,I,,317,gospel,Mark 3.22-30,"And the scribes who came down from Jerusalem said, ""He is possessed by Be-elzebul, and by the prince of demons he casts out the demons.""",Some scribes who came down from Jerusalem said of Jesus,starts_with_conjunction:and
175,Ordinary Time,3,Monday,I,,317,first_reading,"Hebrews 9.15, 24-28","Therefore he is the mediator of a new covenant, so that those who are called may receive the promised eternal inheritance, since a death has occurred which redeems them from the transgressions under the first covenant.",Christ offered himself without blemish to God.,starts_with_conjunction:therefore
175,Ordinary Time,3,Monday,I,,317,gospel,Mark 3.22-30,"And the scribes who came down from Jerusalem said, ""He is possessed by Be-elzebul, and by the prince of demons he casts out the demons.""",Some scribes who came down from Jerusalem said of Jesus,starts_with_conjunction:and
180,Ordinary Time,3,Tuesday,I,,318,first_reading,Hebrews 10.1-10,"For since the law has but a shadow of the good things to come instead of the true form of these realities, it can never, by the same sacrifices which are continually offered year after year, make perfect those who draw near.",Since the law has only a shadow of the good things to come,starts_with_conjunction:for
180,Ordinary Time,3,Tuesday,I,,318,gospel,Mark 3.31-35,And his mother and his brethren came; and standing outside they sent to him and called him.,The mother of Jesus and his brothers came to the house where he was,starts_with_conjunction:and
181,Ordinary Time,3,Tuesday,I,,318,first_reading,Hebrews 10.1-10,"For since the law has but a shadow of the good things to come instead of the true form of these realities, it can never, by the same sacrifices which are continually offered year after year, make perfect those who draw near.",Since the law has only a shadow of the good things to come,starts_with_conjunction:for
181,Ordinary Time,3,Tuesday,I,,318,gospel,Mark 3.31-35,And his mother and his brethren came; and standing outside they sent to him and called him.,The mother of Jesus and his brothers came to the house where he was,starts_with_conjunction:and
186,Ordinary Time,3,Wednesday,I,,319,first_reading,Hebrews 10.11-18,"And every priest stands daily at his service, offering repeatedly the same sacrifices, which can never take away sins.",In the former alliance,starts_with_conjunction:and
186,Ordinary Time,3,Wednesday,I,,319,gospel,Mark 4.1-20,"Again he began to teach beside the sea. And a very large crowd gathered about him, so that he got into a boat and sat in it on the sea; and the whole crowd was beside the sea on the land.",Jesus began to teach beside the sea.,starts_with_conjunction:again
187,Ordinary Time,3,Wednesday,I,,319,first_reading,Hebrews 10.11-18,"And every priest stands daily at his service, offering repeatedly the same sacrifices, which can never take away sins.",In the former alliance,starts_with_conjunction:and
187,Ordinary Time,3,Wednesday,I,,319,gospel,Mark 4.1-20,"Again he began to teach beside the sea. And a very large crowd gathered about him, so that he got into a boat and sat in it on the sea; and the whole crowd was beside the sea on the land.",Jesus began to teach beside the sea.,starts_with_conjunction:again
192,Ordinary Time,3,Thursday,I,,320,first_reading,Hebrews 10.19-25,"Therefore, brethren, since we have confidence to enter the sanctuary by the blood of Jesus,","My friends, since we have confidence to enter the sanctuary",starts_with_conjunction:therefore
192,Ordinary Time,3,Thursday,I,,320,gospel,Mark 4.21-25,"And he said to them, ""Is a lamp brought in to be put under a bushel, or under a bed, and not on a stand?",Jesus told this parable to the disciples,starts_with_conjunction:and
193,Ordinary Time,3,Thursday,I,,320,first_reading,Hebrews 10.19-25,"Therefore, brethren, since we have confidence to enter the sanctuary by the blood of Jesus,","My friends, since we have confidence to enter the sanctuary",starts_with_conjunction:therefore
193,Ordinary Time,3,Thursday,I,,320,gospel,Mark 4.21-25,"And he said to them, ""Is a lamp brought in to be put under a bushel, or under a bed, and not on a stand?",Jesus told this parable to the disciples,starts_with_conjunction:and
198,Ordinary Time,3,Friday,I,,321,first_reading,Hebrews 10.32-39,"But recall the former days when, after you were enlightened, you endured a hard struggle with sufferings,",Beloved recall those earlier days,starts_with_conjunction:but
198,Ordinary Time,3,Friday,I,,321,gospel,Mark 4.26-34,"And he said, ""The kingdom of God is as if a man should scatter seed upon the ground,",Jesus told the people a parable,starts_with_conjunction:and
199,Ordinary Time,3,Friday,I,,321,first_reading,Hebrews 10.32-39,"But recall the former days when, after you were enlightened, you endured a hard struggle with sufferings,",Beloved recall those earlier days,starts_with_conjunction:but
199,Ordinary Time,3,Friday,I,,321,gospel,Mark 4.26-34,"And he said, ""The kingdom of God is as if a man should scatter seed upon the ground,",Jesus told the people a parable,starts_with_conjunction:and
208,Ordinary Time,4,Sunday,,A,,first_reading,Zeph 2:3; 3:12-13,"Seek the LORD, all you humble of the land, who do his commands; seek righteousness, seek humility; perhaps you may be hidden on the day of the wrath of the LORD.","SEEK the LORD, all you humble of the earth",
208,Ordinary Time,4,Sunday,,A,,gospel,Matt 5:1-12a,"Seeing the crowds, he went up on the mountain, and when he sat down his disciples came to him.","WHEN Jesus saw the crowds, he went up the mountain",
209,Ordinary Time,4,Sunday,,B,,first_reading,Deut 18:15-20,"""The LORD your God will raise up for you a prophet like me from among you, from your brethren--him you shall heed--","MOSES spoke to all the people, saying",
209,Ordinary Time,4,Sunday,,B,,gospel,Mark 1:21-28,And they went into Caperna-um; and immediately on the sabbath he entered the synagogue and taught.,THEN they came to Capernaum,starts_with_conjunction:and
210,Ordinary Time,4,Sunday,,C,,first_reading,"Jer 1:4-5, 17-19",[VERSE_NOT_FOUND: Jer 1:4],"THE word of the LORD came to me, saying",extraction_failed
210,Ordinary Time,4,Sunday,,C,,gospel,Luke 4:21-30,"And he began to say to them, ""Today this scripture has been fulfilled in your hearing.""","JESUS began speaking in the synagogue, saying",starts_with_conjunction:and
211,Ordinary Time,4,Monday,I,,323,first_reading,Hebrews 11.32-40,"And what more shall I say? For time would fail me to tell of Gideon, Barak, Samson, Jephthah, of David and Samuel and the prophets--",Concerning the great power of faith,starts_with_conjunction:and
211,Ordinary Time,4,Monday,I,,323,gospel,Mark 5.1-20,"They came to the other side of the sea, to the country of the Gerasenes.",Jesus and the disciples came to the other side of the sea,starts_with_pronoun:they
212,Ordinary Time,4,Monday,I,,323,first_reading,Hebrews 11.32-40,"And what more shall I say? For time would fail me to tell of Gideon, Barak, Samson, Jephthah, of David and Samuel and the prophets--",Concerning the great power of faith,starts_with_conjunction:and
212,Ordinary Time,4,Monday,I,,323,gospel,Mark 5.1-20,"They came to the other side of the sea, to the country of the Gerasenes.",Jesus and the disciples came to the other side of the sea,starts_with_pronoun:they
216,Ordinary Time,4,Tuesday,I,,324,first_reading,Hebrews 12.1-4,"Therefore, since we are surrounded by so great a cloud of witnesses, let us also lay aside every weight, and sin which clings so closely, and let us run with perseverance the race that is set before us,",Beloved Since we are surrounded by so great a cloud of witnesses,starts_with_conjunction:therefore
216,Ordinary Time,4,Tuesday,I,,324,gospel,Mark 5.21-43,"And when Jesus had crossed again in the boat to the other side, a great crowd gathered about him; and he was beside the sea.",When Jesus had crossed in the boat to the other side,starts_with_conjunction:and
217,Ordinary Time,4,Tuesday,I,,324,first_reading,Hebrews 12.1-4,"Therefore, since we are surrounded by so great a cloud of witnesses, let us also lay aside every weight, and sin which clings so closely, and let us run with perseverance the race that is set before us,",Beloved Since we are surrounded by so great a cloud of witnesses,starts_with_conjunction:therefore
217,Ordinary Time,4,Tuesday,I,,324,gospel,Mark 5.21-43,"And when Jesus had crossed again in the boat to the other side, a great crowd gathered about him; and he was beside the sea.",When Jesus had crossed in the boat to the other side,starts_with_conjunction:and
221,Ordinary Time,4,Wednesday,I,,325,first_reading,"Hebrews 12.4-7, 11-15",In your struggle against sin you have not yet resisted to the point of shedding your blood.,Beloved in your struggle against sin,
221,Ordinary Time,4,Wednesday,I,,325,gospel,Mark 6.1-6,He went away from there and came to his own country; and his disciples followed him.,Jesus came to his hometown,starts_with_pronoun:he
222,Ordinary Time,4,Wednesday,I,,325,first_reading,"Hebrews 12.4-7, 11-15",In your struggle against sin you have not yet resisted to the point of shedding your blood.,Beloved in your struggle against sin,
222,Ordinary Time,4,Wednesday,I,,325,gospel,Mark 6.1-6,He went away from there and came to his own country; and his disciples followed him.,Jesus came to his hometown,starts_with_pronoun:he
226,Ordinary Time,4,Thursday,I,,326,first_reading,"Hebrews 12.18-19, 21-24","For you have not come to what may be touched, a blazing fire, and darkness, and gloom, and a tempest,",Beloved unlike those at Mount Sinai,starts_with_conjunction:for
226,Ordinary Time,4,Thursday,I,,326,gospel,Mark 6.7-13,"And he called to him the twelve, and began to send them out two by two, and gave them authority over the unclean spirits.",Jesus called the twelve,starts_with_conjunction:and
230,Ordinary Time,4,Friday,I,,327,first_reading,Hebrews 13.1-8,Let brotherly love continue.,Beloved let mutual love continue,
230,Ordinary Time,4,Friday,I,,327,gospel,Mark 6.14-29,"King Herod heard of it; for Jesus'  name had become known. Some  said, ""John the baptizer has been raised from the dead; that is why these powers are at work in him.""",King Herod heard of the miracles of Jesus,
231,Ordinary Time,4,Friday,I,,327,first_reading,Hebrews 13.1-8,Let brotherly love continue.,Beloved let mutual love continue,
231,Ordinary Time,4,Friday,I,,327,gospel,Mark 6.14-29,"King Herod heard of it; for Jesus'  name had become known. Some  said, ""John the baptizer has been raised from the dead; that is why these powers are at work in him.""",King Herod heard of the miracles of Jesus,
270,Ordinary Time,5,Sunday,,A,,first_reading,Isa 58:7-10,"Is it not to share your bread with the hungry, and bring the homeless poor into your house; when you see the naked, to cover him, and not to hide yourself from your own flesh?",THUS says the LORD Share your bread with the hungry,
270,Ordinary Time,5,Sunday,,A,,gospel,Matt 5:13-16,"""You are the salt of the earth; but if salt has lost its taste, how shall its saltness be restored? It is no longer good for anything except to be thrown out and trodden under foot by men.","JESUS said to his disciples ""You are the salt of the earth",
271,Ordinary Time,5,Sunday,,B,,first_reading,"Job 7:1-4, 6-7","""Has not man a hard service upon earth, and are not his days like the days of a hireling?","JOB spoke, saying: Is not man's life on earth a drudgery?",
271,Ordinary Time,5,Sunday,,B,,gospel,Mark 1:29-39,"And immediately he  left the synagogue, and entered the house of Simon and Andrew, with James and John.",ON leaving the synagogue,starts_with_conjunction:and
272,Ordinary Time,5,Sunday,,C,,first_reading,"Isa 6:1-2a, 3-8","In the year that King Uzziah died I saw the Lord sitting upon a throne, high and lifted up; and his train filled the temple.",IN the year King Uzziah died,
272,Ordinary Time,5,Sunday,,C,,gospel,Luke 5:1-11,"While the people pressed upon him to hear the word of God, he was standing by the lake of Gennesaret.",WHILE the crowd was pressing in on Jesus and listening,starts_with_conjunction:while
273,Ordinary Time,5,Monday,I,,329,first_reading,Gen 1.1-19,IN the beginning God created the heavens and the earth.,In the beginning when God created the heavens and the earth,
273,Ordinary Time,5,Monday,I,,329,gospel,Mark 6.53-56,"And when they had crossed over, they came to land at Gennesaret, and moored to the shore.",Jesus and the disciples crossed over the lake,starts_with_conjunction:and
274,Ordinary Time,5,Monday,I,,329,first_reading,Gen 1.1-19,IN the beginning God created the heavens and the earth.,In the beginning when God created the heavens and the earth,
274,Ordinary Time,5,Monday,I,,329,gospel,Mark 6.53-56,"And when they had crossed over, they came to land at Gennesaret, and moored to the shore.",Jesus and the disciples crossed over the lake,starts_with_conjunction:and
277,Ordinary Time,5,Tuesday,I,,330,first_reading,Gen 1.20-2.4a,"And God said, ""Let the waters bring forth swarms of living creatures, and let birds fly above the earth across the firmament of the heavens.""",In the beginning when God created the heavens and the earth,starts_with_conjunction:and
277,Ordinary Time,5,Tuesday,I,,330,gospel,Mark 7.1-13,"Now when the Pharisees gathered together to him, with some of the scribes, who had come from Jerusalem,",When the Pharisees and some of the scribes,starts_with_conjunction:now
278,Ordinary Time,5,Tuesday,I,,330,first_reading,Gen 1.20-2.4a,"And God said, ""Let the waters bring forth swarms of living creatures, and let birds fly above the earth across the firmament of the heavens.""",In the beginning when God created the heavens and the earth,starts_with_conjunction:and
278,Ordinary Time,5,Tuesday,I,,330,gospel,Mark 7.1-13,"Now when the Pharisees gathered together to him, with some of the scribes, who had come from Jerusalem,",When the Pharisees and some of the scribes,starts_with_conjunction:now
281,Ordinary Time,5,Wednesday,I,,331,first_reading,"Gen 2.4b-9, 15-17","These are the generations of the heavens and the earth when they were created. In the day that the LORD God made the earth and the heavens,",In the day that the Lord God made the earth and the heavens,starts_with_pronoun:these
281,Ordinary Time,5,Wednesday,I,,331,gospel,Mark 7.14-23,"And he called the people to him again, and said to them, ""Hear me, all of you, and understand:",Jesus called the crowd and said to them,starts_with_conjunction:and
282,Ordinary Time,5,Wednesday,I,,331,first_reading,"Gen 2.4b-9, 15-17","These are the generations of the heavens and the earth when they were created. In the day that the LORD God made the earth and the heavens,",In the day that the Lord God made the earth and the heavens,starts_with_pronoun:these
282,Ordinary Time,5,Wednesday,I,,331,gospel,Mark 7.14-23,"And he called the people to him again, and said to them, ""Hear me, all of you, and understand:",Jesus called the crowd and said to them,starts_with_conjunction:and
284,Ordinary Time,5,Thursday,I,,332,first_reading,Gen 2.18-25,"Then the LORD God said, ""It is not good that the man should be alone; I will make him a helper fit for him.""",The Lord God had created the man and put him in the garden.,starts_with_conjunction:then
284,Ordinary Time,5,Thursday,I,,332,gospel,Mark 7.24-30,"And from there he arose and went away to the region of Tyre and Sidon.  And he entered a house, and would not have any one know it; yet he could not be hid.",Jesus set out and went away to the region of Tyre and Sidon.,starts_with_conjunction:and
285,Ordinary Time,5,Thursday,I,,332,first_reading,Gen 2.18-25,"Then the LORD God said, ""It is not good that the man should be alone; I will make him a helper fit for him.""",The Lord God had created the man and put him in the garden.,starts_with_conjunction:then
285,Ordinary Time,5,Thursday,I,,332,gospel,Mark 7.24-30,"And from there he arose and went away to the region of Tyre and Sidon.  And he entered a house, and would not have any one know it; yet he could not be hid.",Jesus set out and went away to the region of Tyre and Sidon.,starts_with_conjunction:and
288,Ordinary Time,5,Friday,I,,333,first_reading,Gen 3.1-8,"Now the serpent was more subtle than any other wild creature that the LORD God had made. He said to the woman, ""Did God say, 'You shall not eat of any tree of the garden'?""",The serpent was more crafty than any other wild animal,starts_with_conjunction:now
289,Ordinary Time,5,Friday,I,,333,first_reading,Gen 3.1-8,"Now the serpent was more subtle than any other wild creature that the LORD God had made. He said to the woman, ""Did God say, 'You shall not eat of any tree of the garden'?""",The serpent was more crafty than any other wild animal,starts_with_conjunction:now
295,Ordinary Time,6,Sunday,,A,,first_reading,Sir 15:15-20,"If you will, you can keep the commandments,","IF you choose you can keep the commandments, they will save you",
295,Ordinary Time,6,Sunday,,A,,gospel,"Matt 5:17-37 or 5:20-22a, 27-28, 33-34a, 37","""You have heard that it was said, 'You shall not commit adultery.'","JESUS said to his disciples ""Do not think that I have come to abolish the law or the prophets",
296,Ordinary Time,6,Sunday,,B,,first_reading,"Lev 13:1-2, 44-46","The LORD said to Moses and Aaron,",THE Lord said to Moses and Aaron,
296,Ordinary Time,6,Sunday,,B,,gospel,Mark 1:40-45,"And a leper came to him beseeching him, and kneeling said to him, ""If you will, you can make me clean.""",A LEPER came to Jesus and kneeling down begged him and said,starts_with_conjunction:and
297,Ordinary Time,6,Sunday,,C,,first_reading,Jer 17:5-8,"Thus says the LORD: ""Cursed is the man who trusts in man and makes flesh his arm, whose heart turns away from the LORD.",THUS says the LORD Cursed is the one who trusts in human beings,starts_with_conjunction:thus
297,Ordinary Time,6,Sunday,,C,,gospel,"Luke 6:17, 20-26","And he came down with them and stood on a level place, with a great crowd of his disciples and a great multitude of people from all Judea and Jerusalem and the seacoast of Tyre and Sidon, who came to hear him and to be healed of their diseases;",JESUS came down with the twelve,starts_with_conjunction:and
298,Ordinary Time,6,Monday,I,,335,first_reading,"Gen 4.1-15, 25","Now Adam knew Eve his wife, and she conceived and bore Cain, saying, ""I have gotten a man with the help of the LORD.""",Now the man knew his wife Eve,starts_with_conjunction:now
298,Ordinary Time,6,Monday,I,,335,gospel,Mark 8.11-13,"The Pharisees came and began to argue with him, seeking from him a sign from heaven, to test him.",The Pharisees came to Jesus and began to argue with him,
299,Ordinary Time,6,Monday,I,,335,first_reading,"Gen 4.1-15, 25","Now Adam knew Eve his wife, and she conceived and bore Cain, saying, ""I have gotten a man with the help of the LORD.""",Now the man knew his wife Eve,starts_with_conjunction:now
299,Ordinary Time,6,Monday,I,,335,gospel,Mark 8.11-13,"The Pharisees came and began to argue with him, seeking from him a sign from heaven, to test him.",The Pharisees came to Jesus and began to argue with him,
300,Ordinary Time,6,Monday,II,,335,first_reading,James 1.1-11,[NO_CHAPTER: Jas 1],"From James, a servant of God and of the Lord Jesus Christ",extraction_failed
300,Ordinary Time,6,Monday,II,,335,gospel,Mark 8.11-13,"The Pharisees came and began to argue with him, seeking from him a sign from heaven, to test him.",The Pharisees came to Jesus and began to argue with him,
301,Ordinary Time,6,Monday,II,,335,first_reading,James 1.1-11,[NO_CHAPTER: Jas 1],"From James, a servant of God and of the Lord Jesus Christ",extraction_failed
301,Ordinary Time,6,Monday,II,,335,gospel,Mark 8.11-13,"The Pharisees came and began to argue with him, seeking from him a sign from heaven, to test him.",The Pharisees came to Jesus and began to argue with him,
302,Ordinary Time,6,Tuesday,I,,336,first_reading,"Gen 6.5-8; 7.1-5, 10","The LORD saw that the wickedness of man was great in the earth, and that every imagination of the thoughts of his heart was only evil continually.",The Lord saw that the wickedness of humanity was great in the earth,
302,Ordinary Time,6,Tuesday,I,,336,gospel,Mark 8.14-21,Now they had forgotten to bring bread; and they had only one loaf with them in the boat.,"After feeding the crowd, Jesus sent them away",starts_with_conjunction:now
303,Ordinary Time,6,Tuesday,I,,336,first_reading,"Gen 6.5-8; 7.1-5, 10","The LORD saw that the wickedness of man was great in the earth, and that every imagination of the thoughts of his heart was only evil continually.",The Lord saw that the wickedness of humanity was great in the earth,
303,Ordinary Time,6,Tuesday,I,,336,gospel,Mark 8.14-21,Now they had forgotten to bring bread; and they had only one loaf with them in the boat.,"After feeding the crowd, Jesus sent them away",starts_with_conjunction:now
306,Ordinary Time,6,Tuesday,II,,336,first_reading,James 1.12-18,[NO_CHAPTER: Jas 1],Blessed is anyone who endures temptation.,extraction_failed
306,Ordinary Time,6,Tuesday,II,,336,gospel,Mark 8.14-21,Now they had forgotten to bring bread; and they had only one loaf with them in the boat.,"After feeding the crowd, Jesus sent them away",starts_with_conjunction:now
307,Ordinary Time,6,Tuesday,II,,336,first_reading,James 1.12-18,[NO_CHAPTER: Jas 1],Blessed is anyone who endures temptation.,extraction_failed
307,Ordinary Time,6,Tuesday,II,,336,gospel,Mark 8.14-21,Now they had forgotten to bring bread; and they had only one loaf with them in the boat.,"After feeding the crowd, Jesus sent them away",starts_with_conjunction:now
308,Ordinary Time,6,Wednesday,I,,337,first_reading,"Gen 8.6-13, 20-22","At the end of forty days Noah opened the window of the ark which he had made,",At the end of forty days,
308,Ordinary Time,6,Wednesday,I,,337,gospel,Mark 8.22-26,"And they came to Beth-saida. And some people brought to him a blind man, and begged him to touch him.",Jesus and the disciples came to Bethsaida.,starts_with_conjunction:and
309,Ordinary Time,6,Wednesday,I,,337,first_reading,"Gen 8.6-13, 20-22","At the end of forty days Noah opened the window of the ark which he had made,",At the end of forty days,
309,Ordinary Time,6,Wednesday,I,,337,gospel,Mark 8.22-26,"And they came to Beth-saida. And some people brought to him a blind man, and begged him to touch him.",Jesus and the disciples came to Bethsaida.,starts_with_conjunction:and
312,Ordinary Time,6,Wednesday,II,,337,first_reading,James 1.19-27,[NO_CHAPTER: Jas 1],"You must understand this, my beloved",extraction_failed
312,Ordinary Time,6,Wednesday,II,,337,gospel,Mark 8.22-26,"And they came to Beth-saida. And some people brought to him a blind man, and begged him to touch him.",Jesus and the disciples came to Bethsaida.,starts_with_conjunction:and
313,Ordinary Time,6,Wednesday,II,,337,first_reading,James 1.19-27,[NO_CHAPTER: Jas 1],"You must understand this, my beloved",extraction_failed
313,Ordinary Time,6,Wednesday,II,,337,gospel,Mark 8.22-26,"And they came to Beth-saida. And some people brought to him a blind man, and begged him to touch him.",Jesus and the disciples came to Bethsaida.,starts_with_conjunction:and
314,Ordinary Time,6,Thursday,I,,338,first_reading,Gen 9.1-13,"And God blessed Noah and his sons, and said to them, ""Be fruitful and multiply, and fill the earth.",Noah left the ark with his wife and his sons and his sons' wives,starts_with_conjunction:and
314,Ordinary Time,6,Thursday,I,,338,gospel,Mark 8.27-33,"And Jesus went on with his disciples, to the villages of Caesarea Philippi; and on the way he asked his disciples, ""Who do men say that I am?""",Jesus went with his disciples to the villages of Caesarea Philippi,starts_with_conjunction:and
315,Ordinary Time,6,Thursday,I,,338,first_reading,Gen 9.1-13,"And God blessed Noah and his sons, and said to them, ""Be fruitful and multiply, and fill the earth.",Noah left the ark with his wife and his sons and his sons' wives,starts_with_conjunction:and
315,Ordinary Time,6,Thursday,I,,338,gospel,Mark 8.27-33,"And Jesus went on with his disciples, to the villages of Caesarea Philippi; and on the way he asked his disciples, ""Who do men say that I am?""",Jesus went with his disciples to the villages of Caesarea Philippi,starts_with_conjunction:and
318,Ordinary Time,6,Thursday,II,,338,first_reading,James 2.1-9,[NO_CHAPTER: Jas 2],My brothers and sisters,extraction_failed
318,Ordinary Time,6,Thursday,II,,338,gospel,Mark 8.27-33,"And Jesus went on with his disciples, to the villages of Caesarea Philippi; and on the way he asked his disciples, ""Who do men say that I am?""",Jesus went with his disciples to the villages of Caesarea Philippi,starts_with_conjunction:and
319,Ordinary Time,6,Thursday,II,,338,first_reading,James 2.1-9,[NO_CHAPTER: Jas 2],My brothers and sisters,extraction_failed
319,Ordinary Time,6,Thursday,II,,338,gospel,Mark 8.27-33,"And Jesus went on with his disciples, to the villages of Caesarea Philippi; and on the way he asked his disciples, ""Who do men say that I am?""",Jesus went with his disciples to the villages of Caesarea Philippi,starts_with_conjunction:and
320,Ordinary Time,6,Friday,I,,339,first_reading,Gen 11.1-9,Now the whole earth had one language and few words.,The whole earth had one language and the same words.,starts_with_conjunction:now
320,Ordinary Time,6,Friday,I,,339,gospel,Mark 8.34-38 - 9.1,"And he called to him the multitude with his disciples, and said to them, ""If any man would come after me, let him deny himself and take up his cross and follow me.","Jesus called the crowd with his disciples, and said to them",starts_with_conjunction:and
321,Ordinary Time,6,Friday,I,,339,first_reading,Gen 11.1-9,Now the whole earth had one language and few words.,The whole earth had one language and the same words.,starts_with_conjunction:now
321,Ordinary Time,6,Friday,I,,339,gospel,Mark 8.34-38 - 9.1,"And he called to him the multitude with his disciples, and said to them, ""If any man would come after me, let him deny himself and take up his cross and follow me.","Jesus called the crowd with his disciples, and said to them",starts_with_conjunction:and
324,Ordinary Time,6,Friday,II,,339,first_reading,"James 2.14-24, 26",[NO_CHAPTER: Jas 2],"What good is it, my brothers and sisters",extraction_failed
324,Ordinary Time,6,Friday,II,,339,gospel,Mark 8.34-38 - 9.1,"And he called to him the multitude with his disciples, and said to them, ""If any man would come after me, let him deny himself and take up his cross and follow me.","Jesus called the crowd with his disciples, and said to them",starts_with_conjunction:and
325,Ordinary Time,6,Friday,II,,339,first_reading,"James 2.14-24, 26",[NO_CHAPTER: Jas 2],"What good is it, my brothers and sisters",extraction_failed
325,Ordinary Time,6,Friday,II,,339,gospel,Mark 8.34-38 - 9.1,"And he called to him the multitude with his disciples, and said to them, ""If any man would come after me, let him deny himself and take up his cross and follow me.","Jesus called the crowd with his disciples, and said to them",starts_with_conjunction:and
332,Ordinary Time,7,Sunday,,A,,first_reading,"Lev 19:1-2, 17-18","And the LORD said to Moses,",THE LORD said to Moses,starts_with_conjunction:and
332,Ordinary Time,7,Sunday,,A,,gospel,Matt 5:38-48,"""You have heard that it was said, 'An eye for an eye and a tooth for a tooth.'","JESUS said to his disciples ""You have heard that it was said",
333,Ordinary Time,7,Sunday,,B,,first_reading,"Isa 43:18-19, 21-22, 24b-25","""Remember not the former things, nor consider the things of old.",THUS says the LORD Remember not the events of the past,
333,Ordinary Time,7,Sunday,,B,,gospel,Mark 2:1-12,"And when he returned to Caperna-um after some days, it was reported that he was at home.",WHEN Jesus returned to Capernaum after some days,starts_with_conjunction:and
334,Ordinary Time,7,Sunday,,C,,first_reading,"1 Sam 26:2, 7-9, 12-13, 22-23","So Saul arose and went down to the wilderness of Ziph, with three thousand chosen men of Israel, to seek David in the wilderness of Ziph.","IN those days, Saul went down to the desert of Ziph",starts_with_conjunction:so
334,Ordinary Time,7,Sunday,,C,,gospel,Luke 6:27-38,"""But I say to you that hear, Love your enemies, do good to those who hate you,","JESUS said to his disciples ""To you who hear I say",
335,Ordinary Time,7,Monday,I,,341,first_reading,Sir 1.1-10,All wisdom comes from the Lord and is with him for ever.,All wisdom is from the Lord,
335,Ordinary Time,7,Monday,I,,341,gospel,Mark 9.14-29,"And when they came to the disciples, they saw a great crowd about them, and scribes arguing with them.","Jesus, Peter, James and John, came down the mountain",starts_with_conjunction:and
336,Ordinary Time,7,Monday,I,,341,first_reading,Sir 1.1-10,All wisdom comes from the Lord and is with him for ever.,All wisdom is from the Lord,
336,Ordinary Time,7,Monday,I,,341,gospel,Mark 9.14-29,"And when they came to the disciples, they saw a great crowd about them, and scribes arguing with them.","Jesus, Peter, James and John, came down the mountain",starts_with_conjunction:and
338,Ordinary Time,7,Monday,II,,341,first_reading,James 3.13-18,[NO_CHAPTER: Jas 3],Brothers and sisters who is wise and understanding among you?,extraction_failed
338,Ordinary Time,7,Monday,II,,341,gospel,Mark 9.14-29,"And when they came to the disciples, they saw a great crowd about them, and scribes arguing with them.","Jesus, Peter, James and John, came down the mountain",starts_with_conjunction:and
339,Ordinary Time,7,Monday,II,,341,first_reading,James 3.13-18,[NO_CHAPTER: Jas 3],Brothers and sisters who is wise and understanding among you?,extraction_failed
339,Ordinary Time,7,Monday,II,,341,gospel,Mark 9.14-29,"And when they came to the disciples, they saw a great crowd about them, and scribes arguing with them.","Jesus, Peter, James and John, came down the mountain",starts_with_conjunction:and
340,Ordinary Time,7,Tuesday,I,,342,first_reading,Sir 2.1-11,"My son, if you come forward to serve the Lord, prepare yourself for temptation.",My child when you come to serve the Lord,
340,Ordinary Time,7,Tuesday,I,,342,gospel,Mark 9.30-37,They went on from there and passed through Galilee. And he would not have any one know it;,Jesus and the disciples passed through Galilee.,starts_with_pronoun:they
341,Ordinary Time,7,Tuesday,I,,342,first_reading,Sir 2.1-11,"My son, if you come forward to serve the Lord, prepare yourself for temptation.",My child when you come to serve the Lord,
341,Ordinary Time,7,Tuesday,I,,342,gospel,Mark 9.30-37,They went on from there and passed through Galilee. And he would not have any one know it;,Jesus and the disciples passed through Galilee.,starts_with_pronoun:they
344,Ordinary Time,7,Tuesday,II,,342,first_reading,James 4.1-10,[NO_CHAPTER: Jas 4],Beloved those conflicts and disputes among you,extraction_failed
344,Ordinary Time,7,Tuesday,II,,342,gospel,Mark 9.30-37,They went on from there and passed through Galilee. And he would not have any one know it;,Jesus and the disciples passed through Galilee.,starts_with_pronoun:they
345,Ordinary Time,7,Tuesday,II,,342,first_reading,James 4.1-10,[NO_CHAPTER: Jas 4],Beloved those conflicts and disputes among you,extraction_failed
