season,week,day,feast,rank,color,month,day_of_month,title,collect,secret,communion,postcommunion,source_file
Ordinary Time,04,Sunday,,,,,,Dominica IV Post Pentecosten,"Grant us, we beseech You, O Lord, that the course of the world may be directed according to Your rule in peace and that Your Church may have the joy of serving You undisturbed.","Be appeased, we beseech You, O Lord, by accepting our offerings, and in Your kindness make even our rebellious wills turn to You.","!Ps. 17:3
O Lord, my rock, my fortress, my deliverer: my God, my rock of refuge!","May the sacrament we have received cleanse us, we beseech You, O Lord, and by its grace protect us.",Pent04-0o.txt
Ordinary Time,05,Sunday,,,,,,Dominica V Post Pentecosten,"O God, You Who have prepared good things as yet unseen for those who love You, pour a burning love into our hearts, so that we, loving You in and above all things, may obtain Your promises which surpass all desire.","Be propitious to our supplications, O Lord, and graciously receive these oblations of Your servants and handmaids, that what each one offered to the glory of Your name, may profit all to salvation.","!Ps. 26:4.
One thing I ask of the Lord; this I seek: to dwell in the house of the Lord all the days of my life.","Grant us, we beseech You, O Lord, that we whom You have filled with the heavenly gift may be cleansed of our hidden sins and delivered from the snares of our enemies.",Pent05-0.txt
Ordinary Time,05,Sunday,,,,,,Dominica V Post Pentecosten,"O God, You Who have prepared good things as yet unseen for those who love You, pour a burning love into our hearts, so that we, loving You in and above all things, may obtain Your promises which surpass all desire.","Be propitious to our supplications, O Lord, and graciously receive these oblations of Your servants and handmaids, that what each one offered to the glory of Your name, may profit all to salvatlon.","!Ps. 26:4.
One thing I ask of the Lord; this I seek: to dwell in the house of the Lord all the days of my life.","Grant us, we beseech You, O Lord, that we whom You have filled with the heavenly gift may be cleansed of our hidden sins and delivered from the snares of our enemies.",Pent05-0o.txt
Ordinary Time,06,Sunday,,,,,,Dominica VI Post Pentecosten,"O God of the heavenly powers, creator of all good things, implant in our hearts the love of Your Name, and bestow upon us an increase of godliness, fostering what is good, and, by Your loving care, guarding what You have fostered.","Mercifully hear our humble prayers, O Lord, and graciously accept these offerings of Your people, and grant that no prayer may be without effect, no petition in vain, so that what we ask in faith, we may really obtain.","!Ps. 26:6
I will go round, and offer in His tent, sacrifices with shouts of gladness; I will sing and chant praise to the Lord.","We have been filled with Your gifts, O Lord; grant, we beseech You, that we may be cleansed and strengthened by their effect.",Pent06-0.txt
Ordinary Time,07,Sunday,,,,,,Dominica VII Post Pentecosten,"O God, Whose providence never fails to set things in order, we humbly beseech You to remove from us whatever is harmful and grant whatever is for our benefit.","O God, You Who have given us in one perfect sacrifice the fulfillment of the various sacrifices made under the Old Law, accept these sacrificial gifts offered You by Your devoted servants, and make them holy as You did the gifts of Abel, so that what each one of us has offered in praise of Your majesty may profit for the salvation of all.","!Ps 30:3
Incline Your ear to me, make haste to deliver me.","May Your healing action, O Lord, mercifully rid us of our evil inclinations and lead us to do good.",Pent07-0.txt
Ordinary Time,08,Sunday,,,,,,Dominica VIII Post Pentecosten,"Ever graciously bestow upon us, we beseech You, O Lord, the spirit of thinking and doing what is right, so that we, who cannot exist without You, may have the strength to live in accordance with Your law.","Accept, we beseech You, O Lord, the gifts which we bring to You out of Your own bounty, so that these most holy sacramental rites may, by the power of Your grace, sanctify us in the conduct of our present life, and lead us to everlasting joy.","!Ps 33:9
Taste and see how good the Lord is; happy the man who takes refuge in Him.","May the heavenly sacrament, O Lord, renew our minds and bodies, so that we may feel the benefit of the worship we perform.",Pent08-0.txt
Ordinary Time,09,Sunday,,,,,,Dominica IX Post Pentecosten,"May Your merciful ears be open, O Lord, to the prayers of those who humbly entreat You; grant that they may ask for what pleases You so that You may fulfill their desires.","Grant us, we beseech You, O Lord, to take part worthily and frequently in this sacramental action: for as often as this sacrifice of commemoration is offered, the work of our redemption is performed.","!John 6:57
He who eats My Flesh, and drinks My Blood, abides in Me, and I in him, says the Lord.","May the partaking of Your sacrament, we beseech You, O Lord, cleanse us and unite us.",Pent09-0.txt
Ordinary Time,10,Sunday,,,,,,Dominica X Post Pentecosten,"O God, You manifest Your power, particularly in forbearance and pity, show us Your mercy again and again, so that hastening toward Your promises we may become partakers of the blessings of heaven.","Let the sacred gifts be offered to You, O Lord, Who have given them to be presented for the honor of Your name, for in them You have given us a remedy for all our ills.","!Ps 50:21
You shall be pleased with due sacrifices, burnt offerings and holocausts on Your altar, O Lord.","We beseech You, O Lord our God, that in Your mercy You will not withhold Your help from those whom You constantly restore with divine sacraments.",Pent10-0.txt
Ordinary Time,11,Sunday,,,,,,Dominica XI Post Pentecosten,"Almighty, eternal God, You Who in the abundance of Your love always grant more than Your humble petitioners deserve, and even more than they desire, pour forth Your mercy upon us that You may forgive whatever our conscience dreads, and give in addition what our prayer does not venture to ask.","Look with mercy, we beseech You, O Lord, upon our act of worship that the gift we offer may be acceptable to You and may support us in our frailty.","!Prov 3:9-10
Honor the Lord with your wealth, with first fruits of all your produce. Then will your barns be filled with grain, with new wine your vats will overflow.","By receiving Your sacrament, O Lord, may we experience Your help in mind and body, that being cured in both, we may glory in the full effect of the heavenly remedy.",Pent11-0.txt
Ordinary Time,12,Sunday,,,,,,Dominica XII Post Pentecosten,"Almighty and merciful God, by Whose grace Your faithful people serve You worthily and righteously, grant, we beseech You, that we may hasten without stumbling to those things You have promised us.","O Lord, we beseech You, graciously look upon the offerings which we lay upon Your sacred altar; so that they may bring us plentiful forgiveness while they give honor to Your name.","!Ps 103:13-15
The earth is replete with the fruit of Your works, O Lord; You produce bread from the earth, and wine to gladden men’s hearts, so that their faces gleam with oil, and bread fortifies the hearts of men.","May the holy reception of this sacrament, we beseech You, O Lord, restore us to life, and bestow upon us forgiveness and protection.",Pent12-0.txt
Ordinary Time,13,Sunday,,,,,,Dominica XIII Post Pentecosten,"Almighty, eternal God, grant us an increase of faith, hope and charity; and make us love what You command so that we may be made worthy to attain what You promise.","Look with favor upon Your people, O Lord, look with favor upon their gifts; so that, appeased by this offering, You will grant us pardon and give us what we ask.","!Wis 16:20
You have given us, O Lord, bread from heaven, endowed with all delights and the sweetness of every taste.","Having received Your heavenly sacrament, O Lord, may we make progress, we beseech You, toward our everlasting salvation.",Pent13-0.txt
Ordinary Time,14,Sunday,,,,,,Dominica XIV Post Pentecosten,"Protect Your Church by Your abiding mercy, we beseech You, O Lord, and since all mortals fall without You, may Your help keep them from danger and guide them to salvation.","Grant us, Lord, we beseech You, that this salutary sacrifice may be not only a cleansing from our sins but also a propitiation of Your divine power.","!Matt 6:33
Seek first the Kingdom of God; and all things shall be given you besides, says the Lord.","May Your sacrament, O God, ever cleanse and strengthen us, and bring us to everlasting salvation.",Pent14-0.txt
Ordinary Time,15,Sunday,,,,,,Dominica XV Post Pentecosten,"May Your abiding mercy, O Lord, cleanse and strengthen Your Church, and, since without You she cannot exist in safety, let her be ever guided by Your grace.","May Your sacrament, O Lord, always keep us and guard us from the assaults of the devil.","!John 6:52
The bread that I will give is My Flesh for the life of the world.","May the working of the heavenly gift, O Lord, so possess us, mind and body, that the action of the sacrament, rather than our senses, may continually prevail in us.",Pent15-0.txt
Ordinary Time,16,Sunday,,,,,,Dominica XVI Post Pentecosten,"May Your grace, we beseech You, O Lord, ever go before us and follow us, and may it make us ever intent upon good works.","Cleanse us by this sacrifice, we beseech You, O Lord, and by the workings of Your mercy, make us worthy to receive it.","!Ps 70:16-18
O Lord, I will tell of Your singular justice; O God, You have taught me from my youth; and now that I am old and gray, O God, forsake me not.","O Lord, we beseech You, graciously cleanse and renew our minds with the heavenly sacrament, so we may thereby also receive bodily help for the present as well as for the future.",Pent16-0.txt
Ordinary Time,17,Sunday,,,,,,Dominica XVII Post Pentecosten,"Grant, we beseech You, O Lord, that Your people may avoid the temptations of the devil, and with pure minds follow You, the only God.","O Lord, we humbly pray Your Majesty that the holy rite which we are celebrating may free us from past and future sins.","!Ps 75:12-13
Make vows to the Lord, your God, and fulfill them; let all round about Him bring gifts to the terrible Lord Who checks the pride of princes, Who is terrible to the kings of the earth.","By the workings of Your sanctifying power, almighty God, may our vices be cured and eternal remedies provided for us.",Pent17-0.txt
Ordinary Time,18,Sunday,,,,,,Dominica XVIII Post Pentecosten,"May the working of Your mercy, we beseech You, O Lord, guide our hearts, for without You, we cannot please You.","O God, Who, through the gifts we have exchanged with You in this sacrament, have made us partakers of the supreme Godhead, grant, we beseech You, that, as we have knowledge of Your truth, so we may fully live up to it.","!Ps 95:8-9
Bring gifts and enter His courts; worship the Lord in His holy court.","Strengthened by Your sacred gift, we thank You, O Lord, beseeching Your mercy to make us receive it worthily.",Pent18-0.txt
Ordinary Time,19,Sunday,,,,,,Dominica XIX Post Pentecosten,"Almighty and merciful God, graciously keep away from us all misfortune, that, unhampered in soul and body, we may perform with peaceful minds the works that are Yours.","Grant, we beseech You, O Lord, that these gifts which we offer in the sight of Your majesty, may be the means of our salvation.","!Ps 118:4-5
You have commanded that Your precepts be diligently kept. Oh, that I might be firm in the ways of keeping Your statutes!","May Your healing power, O Lord, mercifully deliver us from our waywardness and make us ever keep Your commandments.",Pent19-0.txt
Ordinary Time,20,Sunday,,,,,,Dominica XX Post Pentecosten,"O Lord, we beseech You, graciously grant Your faithful forgiveness and peace, that they may be cleansed of all sin and serve You with minds free from care.","May these sacramental rites, O Lord, we beseech You, be our heavenly medicine and expel evil from our hearts.","!Ps 118:49-50
Remember Your word to Your servant, O Lord, since You have given me hope. This is my comfort in my affliction.","That we may be made worthy, O Lord, of Your sacred gifts, make us, we beseech You, ever obedient to Your commandments.",Pent20-0.txt
Ordinary Time,21,Sunday,,,,,,Dominica XXI Post Pentecosten,"Guard Your household, we beseech You, O Lord, with unceasing care, that under Your protection it may be free from all harm and serve You by good deeds.","Graciously accept these sacrificial gifts, O Lord, with which You have willed us to find favor with You, and, by Your mighty love, restore salvation to us.","!Ps 118:81; 118:84; 118:86
My soul pines for Your salvation; I hope in Your word. When will You do judgment on my persecutors? The wicked persecuted me wrongfully; help me, O Lord my God!","We who have eaten the food of eternal life beseech You, O Lord, that what we take by mouth, we may strive after with pure minds.",Pent21-0.txt
Ordinary Time,22,Sunday,,,,,,Dominica XXII Post Pentecosten,"O God, our refuge and our strength, the very source of holiness, heed the devout prayers of Your Church, and grant that what we seek in faith we may obtain in fact.","Grant, O merciful God, that this saving sacrifice may always free us from sin, and protect us from all that works against us.","!Ps 16:6
I call upon You, for You will answer me, O God; incline Your ear to me; hear my word.","We who have received the gift of Your blessed sacrament, O Lord, humbly pray that what You have taught us to do in commemoration of You, may profit and help us in our weakness.",Pent22-0.txt
Ordinary Time,23,Sunday,,,,,,Dominica XXIII Post Pentecosten,"Forgive, we beseech You, O Lord, the sins of Your faithful people, so that by Your goodness we may be released from the net of sin in which we have been caught by our weakness.","We offer You O Lord, the sacrifice of praise that we may serve You even better, so that You may graciously complete what You have given us, Your undeserving servants.","!Mark 11:24
Amen I say to you, all things whatever you ask for in prayer, believe that you shall receive, and it shall be done to you.","We beseech You, almighty God, let not human dangers overcome us to whom You grant joyful participation in things divine.",Pent23-0.txt
Ordinary Time,24,Sunday,,,,,,Dominica XXIV et ultima Post Pentecosten,"O Lord, we beseech You, arouse the wills of Your faithful people that, by a more earnest search for the fruit of Your divine work, they may receive more abundantly of the healing effects of Your goodness.","Be merciful, O Lord, to our humble requests and accept the offerings and prayers of Your people: turn the hearts of all of us to You, that, freed from earthly cravings, we may pass over to heavenly yearnings.",,"Grant us, we beseech You, O Lord, that all the evil in our hearts may be cured by the healing power of the sacrament we have received.",Pent24-0.txt
Lent,1,Sunday,,,,,,Dominica I in Quadragesima,"O God, You Who purify Your Church by the yearly Lenten observance, grant to Your household that what they strive to obtain from You by abstinence, they may achieve by good works.","We offer these sacrificial gifts at the beginning of Lent, praying You, O Lord, that while we practice restraint in the use of bodily food, we may also refrain from harmful pleasures.","!Ps 90:4-5
With His pinions the Lord will cover you, and under His wings you shall take refuge; His faithfulness is a buckler and a shield.","May the holy offering of Your sacrament renew us, O Lord, and cause us to be purified from our old ways and come to the fellowship of this saving mystery.",Quad1-0.txt
Lent,1,Monday,,,,,,Feria Secunda infra Hebdomadam I in Quadragesima,"O God, our Saviour, direct our minds by Your heavenly teaching, so that the Lenten fast may profit us.","Sanctify the gifts offered unto You, O Lord, and cleanse us from the stains of our sins.","!Matt 25:40, 34
Amen I say to you: What you did for one of these, the least of My brethren, you did for Me: come, blessed of My Father, take possession of the kingdom prepared for you from the foundation of the world.","Refreshed by the sacramental gift of Your salvation, we humbly beseech You, O Lord, that, enjoying its savor, we may be made new by its action.",Quad1-1.txt
Lent,1,Tuesday,,,,,,Feria Tertia infra Hebdomadam I in Quadragesima,"Look upon Your household, O Lord, and grant that our minds, chastened by mortification of the flesh, may, because of their desire for You, shine in Your sight.","Be appeased, we beseech You, O Lord, by the gifts we offer, and safeguard us from all dangers.","!Ps 4:2
When I call, answer me, O my just God, You Who relieve me when I am in distress; have pity on me, O Lord, and hear my prayer!","We beseech You, almighty God, that we may obtain that salvation whose pledge we have received in this divine sacrament.",Quad1-2.txt
Lent,1,Wednesday,,,,,,Feria Quarta Quatuor Temporum Quadrigeismæ,"Mercifully hear our prayers, we beseech You, O Lord; and stretch forth the right hand of Your Majesty against all things hostile to us.","We offer You, O Lord, this sacrifice of atonement, that You would mercifully absolve our sins and direct our faltering hearts.","!Ps 5:2-4
Attend to my sighing, heed my call for help, my King and my God! To You, I pray, O Lord.","By receiving Your sacrament, O Lord, may we be cleansed of our secret sins and delivered from the snares of our enemies.",Quad1-3.txt
Lent,1,Thursday,,,,,,Feria Quinta infra Hebdomadam I in Quadragesima,"We beseech You, O Lord, look graciously upon the fervor of Your people, who mortify themselves in the flesh through abstinence: that they may be refreshed in mind by the fruit of these good works.","May these sacrificial gifts, we beseech You, O Lord, be the more effective unto our salvation since they have been aided by wholesome fasting.","!John 6:52
The bread that I will give is My Flesh for the life of the world.","May Your generous grace sustain and help us, O Lord, in this world and make us new for the world to come.",Quad1-4.txt
Lent,1,Friday,,,,,,Feria Sexta Quattuor temporum,"Be merciful to Your people, O Lord, and as You give them the grace to serve You, make them new by Your loving help.","Accept, we beseech You, O Lord, the offerings which we, Your servants, bring You, and graciously hallow the gifts which are Yours.","!Ps 6:11
All my enemies shall be put to shame in utter terror; they shall fall back in sudden shame.","By the working of this sacrament, O Lord, may our sins be erased, and our just desires fulfilled.",Quad1-5.txt
Lent,1,Saturday,,,,,,Sabbato Quattuor Temporum Quadrigesimæ,"Look graciously upon Your people, we beseech You, O Lord, and in Your mercy turn away from them the scourges of Your wrath.","Sanctify our fasts by the sacrificial gifts here present, we beseech You, O Lord, that what our observance outwardly professes may be inwardly accomplished.","!Ps 7:2
O Lord my God, in You I take refuge; save me from all my pursuers and rescue me.","By the workings of Your sanctifying power, almighty God, may our vices be cured and eternal remedies provided for us.",Quad1-6.txt
Lent,2,Sunday,,,,,,Dominica II in Quadragesima,"O God, You Who see how we are deprived of all strength, guard us inwardly and outwardly, that in body we may be protected against all misfortunes, and in mind cleansed of evil thoughts.","Look with favor, we beseech You, O Lord, upon the offerings here before You, that they may be beneficial for our devotion and for our salvation.","!Ps 5:2-4
Attend to my sighing; heed my call for help, my King and my God! To You I pray, O Lord.","O almighty God, we humbly beseech You that those whom You refresh with Your sacrament may also worthily serve You in a way pleasing to You.",Quad2-0.txt
Lent,2,Sunday,,,,,,Dominica II in Quadragesima,"O God, You Who see how we are deprived of all strength, guard us inwardly and outwardly, that in body we may be protected against all misfortunes, and in mind cleansed of evil thoughts.","Look with favor, we beseech You, O Lord, upon the offerings here before You, that they may be beneficial for our devotion and for our salvation.","!Ps 5:2-4
Attend to my sighing; heed my call for help, my King and my God! To You I pray, O Lord.","O almighty God, we humbly beseech You that those whom You refresh with Your sacrament may also worthily serve You in a way pleasing to You.",Quad2-0t.txt
Lent,2,Monday,,,,,,Feria Secunda infra Hebdomadam II in Quadragesima,"Grant, we beseech You, almighty God, that Your servants who discipline the body by fasting from food, may strive after righteousness by abstaining from sin.","May this sacrificial gift offered in appeasement and praise, O Lord, make us worthy of Your protection.","!Ps 8:2
O Lord, our Lord, how glorious is Your Name over all the earth!","May this Communion, O Lord, cleanse us of sin, and make us partakers of heavenly healing.",Quad2-1.txt
Lent,2,Tuesday,,,,,,Feria Tertia infra Hebdomadam II in Quadragesima,"Mercifully help us, O Lord, to fulfill this holy observance, that by Your grace we may carry out those things which we have learned, on Your word, must be done.","Through this sacrament, O Lord, graciously perform Your holy work, that it may cleanse us of earthly vices and bring us to heavenly rewards.","!Ps 9:2-3
I will declare all Your wondrous deeds; I will be glad and exult in You; I will sing praise to Your name, Most High.","Grant us, O Lord, ever to obey Your commandments, that we may be worthy of Your sacred gifts.",Quad2-2.txt
Lent,2,Wednesday,,,,,,Feria Quarta infra Hebdomadam II in Quadragesima,"Look mercifully upon Your people, we beseech You, O Lord, and grant that they whom You command to abstain from food, may also refrain from harmful vices.","Look with favor upon the sacrificial gifts we offer You, O Lord, and through this holy exchange loosen the bonds of our sins.","!Ps 10:8
The Lord is just, He loves just deeds; the upright shall see His face.","Having received Your sacrament, O Lord, may we make progress, we beseech You, toward our everlasting salvation.",Quad2-3.txt
Lent,2,Thursday,,,,,,Feria Quinta infra Hebdomadam II in Quadragesima,"Grant, we beseech You, O Lord, the help of Your grace, that, being intent, as we ought, upon fasting and prayer, we may be delivered from the enemies of soul and of body.","May the fasting dedicated to Your Name, O Lord, make us holy for the present sacrifice, that what our Lenten observance outwardly shows may work within us.",,"May Your grace, we beseech You, O Lord, never forsake us, but make us devoted to Your holy service and ever obtain for us Your aid.",Quad2-4.txt
Lent,2,Friday,,,,,,Feria Sexta infra Hebdomadam II in Quadragesima,"Grant, we beseech You, almighty God, that with the sacred fast to purify us, we may with sincere hearts reach the coming feast.","O God, may this sacrifice which is offered, stay in us and accomplish lasting effects.","!Ps 11:8
You, O Lord, will keep us and preserve us always from this generation.","Grant, we beseech You, O Lord, that we who have received the pledge of everlasting salvation, may properly direct our course so that we may be able to attain our goal.",Quad2-5.txt
Lent,2,Saturday,,,,,,Sabbato infra Hebdomadam II in Quadragesima,"Grant that our fasting may be beneficial to us, we beseech You, O Lord, so that by chastising our flesh we may obtain strength for our souls.","Appeased by these sacrificial gifts, O Lord, grant that we who pray for absolution from our own sins may not be burdened by those which are foreign to us.","!Luke 15:32
You ought to rejoice, my son, for your brother was dead, and has come to life; he was lost, and is found.","May the sacrament of which we have partaken, O Lord, penetrate the depths of our hearts and make us share in its strength.",Quad2-6.txt
Lent,3,Sunday,,,,,,Dominica III in Quadragesima,"We beseech You, almighty God, hear the prayers of the humble and stretch forth the right hand of Your majesty to protect us.","May this offering, we beseech You, O Lord, cleanse us of our sins, and make holy the bodies and minds of Your servants for the celebration of the sacrificial rite.","!Ps 83:4-5
The sparrow finds a home, and the swallow a nest in which she puts her young - Your altars, O Lord of Hosts, my King and my God! Happy they who dwell in Your house! continually they praise You.","Be merciful, O Lord, we beseech You, and free from guilt and danger those whom You grant to share in this great sacrament.",Quad3-0.txt
Lent,3,Monday,,,,,,Feria Secunda infra Hebdomadam III in Quadragesima,"O Lord, we beseech You, in Your mercy, pour forth Your grace into our hearts, that, as we abstain from material food, so may we restrain our senses from sin.","O Lord, make for us a sacrament of salvation the gift of homage which we offer to You.","!Ps 13:7
Oh, that out of Sion would come the salvation of Israel! When the Lord restores the well being of His people, then shall Jacob exult and Israel be glad.","Grant, we beseech You, almighty and merciful God, that what we take into our mouth, we may eat with a pure heart.",Quad3-1.txt
Lent,3,Tuesday,,,,,,Feria Tertia infra Hebdomadam III in Quadragesima,"Hear us, almighty and merciful God, and in Your kindness grant us the graces of self-denial that lead to salvation.","O Lord, may this sacrament result in our redemption; keep us always from the sins of our human nature, and bring us the gift of salvation.","!Ps 14:1-2
Lord, who shall sojourn in Your tent? Who shall dwell on Your holy mountain? He who walks blamelessly and does justice.","We beseech You, O Lord, that, purified by this holy sacrament, we may obtain both forgiveness and grace.",Quad3-2.txt
Lent,3,Wednesday,,,,,,Feria Quarta infra Hebdomadam III in Quadragesima,"Grant, we beseech You, O Lord, that, improved by wholesome fasting, and thus abstaining from harmful sin, we may the more readily receive Your mercy.","O Lord, receive, we beseech You, the prayers of Your people with offerings of sacrifices, and defend us, who celebrate Your mysteries, from all dangers.","!Ps 15:11
You will show me the path to life, You will fill me with fullness of joys in Your presence, O Lord.","May the heavenly banquet with which we have been nourished, make us holy, O Lord; may it be an atonement for all our sins, and make us worthy of the heavenly promises.",Quad3-3.txt
Lent,3,Wednesday,,,,,,Feria Quarta infra Hebdomadam III in Quadragesima,"Grant, we beseech You, O Lord, that, improved by wholesome fasting, and thus abstaining from harmful sin, we may the more readily receive Your mercy.","O Lord, receive, we beseech You, the
prayers of Your people with offerings of sacrifices,
and defend us, who celebrate Your mysteries, from
all dangers.","!Ps 15:11
You will show me the path to life, You will fill me with fullness of joys in Your presence, O Lord.","May the heavenly banquet with which we have been nourished, make us holy, O Lord; may it be an atonement for all our sins, and make us worthy of the heavenly promises.",Quad3-3t.txt
Lent,3,Thursday,,,,,,Feria Quinta infra Hebdomadam III in Quadragesima,"May the blessed feast of Your saints, Cosmas and Damian, glorify You, O Lord; for on this day in Your marvelous providence, You gave them glory everlasting, and gave us their help.","We offer You, O Lord, in honor of the meritorious death of Your just ones, this sacrifice which is the source of martyrdom.","!Ps 118:4-5
You have commanded that Your precepts be diligently kept. Oh, that I might be firm in the ways of keeping Your statutes!","O Lord, we ask You through the merits of Your blessed martyrs, Cosmas and Damian, that Your holy sacrament will assure us of salvation.",Quad3-4.txt
Lent,3,Thursday,,,,,,Feria Quinta infra Hebdomadam III in Quadragesima,"May the blessed feast of Your saints, Cosmas and Damian, glorify You, O Lord; for on this day in Your marvelous providence, You gave them glory everlasting, and gave us their help.","We offer You, O Lord, in honor of the meritorious death of Your just ones, this sacrifice which is the source of martyrdom.","!Ps 118:4-5
You have commanded that Your precepts be diligently kept. Oh, that I might be firm in the ways of keeping Your statutes!","O Lord, we ask You through the merits of Your blessed martyrs, Cosmas and Damian, that Your holy sacrament will assure us of salvation.",Quad3-4t.txt
Lent,3,Friday,,,,,,Feria Sexta infra Hebdomadam III in Quadragesima,"O Lord, graciously be with us during this fast, and, we beseech You, help our spirit to abstain from sin as our body fasts from food.","Look with favor, we beseech You, O Lord, upon the gifts we offer You, that they may be pleasing to you and ever helpful to our salvation.","!Jn 4:13-14
He who drinks of the water that I will give him, says the Lord, it shall become in him a fountain of water, springing up unto life everlasting.","May the reception of this sacrament, O Lord, cleanse us from sin and bring us into the heavenly kingdom.",Quad3-5.txt
Lent,3,Friday,,,,,,Feria Sexta infra Hebdomadam III in Quadragesima,"O Lord, graciously be with us during this fast, and, we beseech You, help our spirit to abstain from sin as our body fasts from food.","Look with favor, we beseech You, O Lord, upon the gifts we offer You, that they may be pleasing to you and ever helpful to our salvation.","!Jn 4:13-14
He who drinks of the water that I will give him, says the Lord, it shall become in him a fountain of water, springing up unto life everlasting.","May the reception of this sacrament, O Lord, cleanse us from sin and bring us into the heavenly kingdom.",Quad3-5t.txt
Lent,3,Saturday,,,,,,Sabbato infra Hebdomadam III in Quadragesima,"Grant, we beseech You, almighty God, that we who chastise our flesh by abstaining from food, may fast from sin by striving after righteousness.","Grant, we beseech You, almighty God, that the offering of this sacrifice may always cleanse and strengthen the weakness of our nature.","!Jn 8:10-11
Has no one condemned you, woman? No one, Lord. Neither will I condemn you; now sin no more.","We beseech You, almighty God, that we may be numbered among the members of Him, Whose Body and Blood we receive in communion.",Quad3-6.txt
Lent,3,Saturday,,,,,,Sabbato infra Hebdomadam III in Quadragesima,"Grant, we beseech You, almighty God, that we who chastise our flesh by abstaining from food, may fast from sin by striving after righteousness.","Grant, we beseech You, almighty God, that the offering of this sacrifice may always cleanse and strengthen the weakness of our nature.","!Jn 8:10-11
Has no one condemned you, woman? No one, Lord. Neither will I condemn you; now sin no more.","We beseech You, almighty God, that we may be numbered among the members of Him, Whose Body and Blood we receive in communion.",Quad3-6t.txt
Lent,4,Sunday,,,,,,Dominica IV in Quadragesima,"Grant, we beseech You, almighty God, that we who justly suffer for our sins may find relief in the help of Your grace.","Look with favor, we beseech You, O Lord, upon the offerings here before You, that they may be beneficial for our devotion and salvation.","!Ps 121:3-4
Jerusalem, built as a city, with compact unity: to it the tribes go up, the tribes of the Lord, to give thanks to Your Name, O Lord.","Grant, we beseech You, merciful God, that we may treat with sincere reverence, and consume with heartfelt faith Your sacrament, which ever fills us to overflowing.",Quad4-0.txt
Lent,4,Sunday,,,,,,Dominica IV in Quadragesima,"Grant, we beseech You, almighty God, that we who justly suffer for our sins may find relief in the help of Your grace.","Look with favor, we beseech You, O Lord, upon the offerings here before You, that they may be beneficial for our devotion and salvation.","!Ps 121:3-4
Jerusalem, built as a city, with compact unity: to it the tribes go up, the tribes of the Lord, to give thanks to Your Name, O Lord.","Grant, we beseech You, merciful God, that we may treat with sincere reverence, and consume with heartfelt faith Your sacrament, which ever fills us to overflowing.",Quad4-0t.txt
Lent,4,Monday,,,,,,Feria Secunda infra Hebdomadam IV in Quadragesima,"Grant, we beseech You, almighty God, that we who devoutly keep the sacred observances year by year, may be pleasing to You both in body and soul.","May this sacrifice that we offer You, O Lord, ever give us new life and protection.","!Ps 18:13-14
Cleanse me from my unknown faults, O Lord! From wanton sin especially, restrain Your servant.","O Lord, we beseech You, that as we have partaken of Your saving sacraments, we may make progress toward our everlasting salvation.",Quad4-1.txt
Lent,4,Tuesday,,,,,,Feria Tertia infra Hebdomadam IV in Quadragesima,"May the sacred practice of fasting, we beseech You, O Lord, win for us increased holiness of life and the continuing help of Your mercy.","May this offering, O Lord, we beseech You, wipe away our sins, and make holy the minds and bodies of Your servants for celebrating this Sacrifice.","!Ps 19:6
May we shout for joy at Your victory and raise the standards in the Name of the Lord our God.","May the reception of this sacrament, O Lord, cleanse us from guilt and bring us to the kingdom of heaven.",Quad4-2.txt
Lent,4,Tuesday,,,,,,Feria Tertia infra Hebdomadam IV in Quadragesima,"May the sacred practice of fasting, we beseech You, O Lord, win for us increased holiness of life and the continuing help of Your mercy.","May this offering, O Lord, we beseech You, wipe away our sins, and make holy the minds and bodies of Your servants for celebrating this Sacrifice.","!Ps 19:6
May we shout for joy at Your victory and raise the standards in the Name of the Lord our God.","May the reception of this sacrament, O Lord, cleanse us from guilt and bring us to the kingdom of heaven.",Quad4-2t.txt
Lent,4,Wednesday,,,,,,Feria Quarta infra Hebdomadam IV in Quadragesima,"O God, Who graciously grant to the righteous the rewards of their merits, and to sinners forgiveness through fasting, have mercy upon Your humble servants, so that, confessing our guilt, we may obtain pardon for our transgressions.","We humbly entreat You, almighty God, that these sacrificial gifts may cleanse us from sin, for in this way You grant us true health of soul and body.","!Jn 9:11
The Lord made clay of spittle, and anointed my eyes: and I went, and I washed, and I saw, and I have believed in God.","May the sacrament we have received, O Lord, both fill us with spiritual nourishment and sustain us with bodily aid.",Quad4-3.txt
Lent,4,Wednesday,,,,,,Feria Quarta infra Hebdomadam IV in Quadragesima,"O God, Who graciously grant to the righteous the rewards of their merits, and to sinners forgiveness through fasting, have mercy upon Your humble servants, so that, confessing our guilt, we may obtain pardon for our transgressions.","We humbly entreat You, almighty God, that these sacrificial gifts may cleanse us from sin, for in this way You grant us true health of soul and body.","!Jn 9:11
The Lord made clay of spittle, and anointed my eyes: and I went, and I washed, and I saw, and I have believed in God.","May the sacrament we have received, O Lord, both fill us with spiritual nourishment and sustain us with bodily aid.",Quad4-3t.txt
